DrugId:START_ID(Drug),Relation:TYPE,ProteinId:END_ID(Protein),RelationName,Action
DB14548,DrugToProtein,Q00987,Target,Inducer
DB14548,DrugToProtein,P01308,Target,Inducer
DB14548,DrugToProtein,P46939,Target,Inducer
DB14548,DrugToProtein,P45381,Target,Inducer
DB14548,DrugToProtein,P05109,Target,Inducer
DB14548,DrugToProtein,P06702,Target,Inducer
DB14548,DrugToProtein,P14780,Target,Inducer
DB14548,DrugToProtein,O15350,Target,Inducer
DB14548,DrugToProtein,P29034,Target,Inducer
DB14548,DrugToProtein,P04637,Target,Inducer
DB14548,DrugToProtein,P25713,Target,Inducer
DB14548,DrugToProtein,P04731,Target,Inducer
DB14548,DrugToProtein,P01023,Target,Inducer
DB14548,DrugToProtein,P02765,Target,Inducer
DB14548,DrugToProtein,P02647,Target,Inducer
DB14548,DrugToProtein,Q0VD83,Target,Inducer
DB14548,DrugToProtein,P02649,Target,Inducer
DB14548,DrugToProtein,O14791,Target,Inducer
DB14548,DrugToProtein,P02746,Target,Inducer
DB14548,DrugToProtein,P02747,Target,Inducer
DB14548,DrugToProtein,P00736,Target,Inducer
DB14548,DrugToProtein,P09871,Target,Inducer
DB14548,DrugToProtein,P01024,Target,Inducer
DB14548,DrugToProtein,P0C0L5,Target,Inducer
DB14548,DrugToProtein,P04003,Target,Inducer
DB14548,DrugToProtein,P20851,Target,Inducer
DB14548,DrugToProtein,P01031,Target,Inducer
DB14548,DrugToProtein,P46736,Target,Inducer
DB14548,DrugToProtein,P08603,Target,Inducer
DB14548,DrugToProtein,P10909,Target,Inducer
DB14548,DrugToProtein,P00450,Target,Inducer
DB14548,DrugToProtein,P15169,Target,Inducer
DB14548,DrugToProtein,P22792,Target,Inducer
DB14548,DrugToProtein,P81605,Target,Inducer
DB14548,DrugToProtein,P02671,Target,Inducer
DB14548,DrugToProtein,P02751,Target,Inducer
DB14548,DrugToProtein,P69905,Target,Inducer
DB14548,DrugToProtein,P68871,Target,Inducer
DB14548,DrugToProtein,P00738,Target,Inducer
DB14548,DrugToProtein,P35858,Target,Inducer
DB14548,DrugToProtein,P19827,Target,Inducer
DB14548,DrugToProtein,P19823,Target,Inducer
DB14548,DrugToProtein,Q06033,Target,Inducer
DB14548,DrugToProtein,Q14624,Target,Inducer
DB14548,DrugToProtein,P01591,Target,Inducer
DB14548,DrugToProtein,P03952,Target,Inducer
DB14548,DrugToProtein,P01042,Target,Inducer
DB14548,DrugToProtein,P35527,Target,Inducer
DB14548,DrugToProtein,P19652,Target,Inducer
DB14548,DrugToProtein,Q96PD5,Target,Inducer
DB14548,DrugToProtein,P27169,Target,Inducer
DB14548,DrugToProtein,P20742,Target,Inducer
DB14548,DrugToProtein,P31151,Target,Inducer
DB14548,DrugToProtein,P49908,Target,Inducer
DB14548,DrugToProtein,P01009,Target,Inducer
DB14548,DrugToProtein,P01011,Target,Inducer
DB14548,DrugToProtein,P08185,Target,Inducer
DB14548,DrugToProtein,P05546,Target,Inducer
DB14548,DrugToProtein,P04278,Target,Inducer
DB14548,DrugToProtein,P02787,Target,Inducer
DB14548,DrugToProtein,P02766,Target,Inducer
DB14548,DrugToProtein,P04004,Target,Inducer
DB14548,DrugToProtein,P51693,Target,Inducer
DB14548,DrugToProtein,Q06481,Target,Inducer
DB14548,DrugToProtein,P05067,Target,Inducer
DB14548,DrugToProtein,P09874,Target,Inducer
DB14548,DrugToProtein,P04114,Target,Inducer
DB14548,DrugToProtein,P02790,Target,Inducer
DB14548,DrugToProtein,P04196,Target,Inducer
DB14548,DrugToProtein,P03951,Target,Inducer
DB14548,DrugToProtein,P41238,Target,Inducer
DB14548,DrugToProtein,Q02383,Target,Inducer
DB14548,DrugToProtein,P46663,Target,Antagonist
DB14548,DrugToProtein,P16455,Target,Antagonist
DB14548,DrugToProtein,P04075,Target,Antagonist
DB14548,DrugToProtein,P68104,Target,Antagonist
DB14548,DrugToProtein,P06733,Target,Antagonist
DB14548,DrugToProtein,O14556,Target,Antagonist
DB14548,DrugToProtein,P15531,Target,Antagonist
DB14548,DrugToProtein,P07237,Target,Antagonist
DB14548,DrugToProtein,P30101,Target,Antagonist
DB14548,DrugToProtein,Q06830,Target,Antagonist
DB14548,DrugToProtein,P78330,Target,Antagonist
DB14548,DrugToProtein,P60174,Target,Antagonist
DB14548,DrugToProtein,P49411,Target,Antagonist
DB14548,DrugToProtein,P03372,Target,Antagonist
DB14548,DrugToProtein,P08700,Target,Antagonist
DB14548,DrugToProtein,P02795,Target,Antagonist
DB14548,DrugToProtein,O14618,Target,Antagonist
DB14548,DrugToProtein,Q13547,Target,Antagonist
DB14548,DrugToProtein,P56524,Target,Antagonist
DB14548,DrugToProtein,P29372,Target,Antagonist
DB14548,DrugToProtein,P04279,Target,Antagonist
DB14548,DrugToProtein,P00441,Target,Antagonist
DB14548,DrugToProtein,Q9BY41,Target,Antagonist
DB14548,DrugToProtein,O15304,Target,Antagonist
DB14548,DrugToProtein,P23415,Target,Antagonist
DB14548,DrugToProtein,Q00987,Target,Antagonist
DB14548,DrugToProtein,P01308,Target,Antagonist
DB14548,DrugToProtein,P46939,Target,Antagonist
DB14548,DrugToProtein,P45381,Target,Antagonist
DB14548,DrugToProtein,P05109,Target,Antagonist
DB14548,DrugToProtein,P06702,Target,Antagonist
DB14548,DrugToProtein,P14780,Target,Antagonist
DB14548,DrugToProtein,O15350,Target,Antagonist
DB14548,DrugToProtein,P29034,Target,Antagonist
DB14548,DrugToProtein,P04637,Target,Antagonist
DB14548,DrugToProtein,P25713,Target,Antagonist
DB14548,DrugToProtein,P04731,Target,Antagonist
DB14548,DrugToProtein,P01023,Target,Antagonist
DB14548,DrugToProtein,P02765,Target,Antagonist
DB14548,DrugToProtein,P02647,Target,Antagonist
DB14548,DrugToProtein,Q0VD83,Target,Antagonist
DB14548,DrugToProtein,P02649,Target,Antagonist
DB14548,DrugToProtein,O14791,Target,Antagonist
DB14548,DrugToProtein,P02746,Target,Antagonist
DB14548,DrugToProtein,P02747,Target,Antagonist
DB14548,DrugToProtein,P00736,Target,Antagonist
DB14548,DrugToProtein,P09871,Target,Antagonist
DB14548,DrugToProtein,P01024,Target,Antagonist
DB14548,DrugToProtein,P0C0L5,Target,Antagonist
DB14548,DrugToProtein,P04003,Target,Antagonist
DB14548,DrugToProtein,P20851,Target,Antagonist
DB14548,DrugToProtein,P01031,Target,Antagonist
DB14548,DrugToProtein,P46736,Target,Antagonist
DB14548,DrugToProtein,P08603,Target,Antagonist
DB14548,DrugToProtein,P10909,Target,Antagonist
DB14548,DrugToProtein,P00450,Target,Antagonist
DB14548,DrugToProtein,P15169,Target,Antagonist
DB14548,DrugToProtein,P22792,Target,Antagonist
DB14548,DrugToProtein,P81605,Target,Antagonist
DB14548,DrugToProtein,P02671,Target,Antagonist
DB14548,DrugToProtein,P02751,Target,Antagonist
DB14548,DrugToProtein,P69905,Target,Antagonist
DB14548,DrugToProtein,P68871,Target,Antagonist
DB14548,DrugToProtein,P00738,Target,Antagonist
DB14548,DrugToProtein,P35858,Target,Antagonist
DB14548,DrugToProtein,P19827,Target,Antagonist
DB14548,DrugToProtein,P19823,Target,Antagonist
DB14548,DrugToProtein,Q06033,Target,Antagonist
DB14548,DrugToProtein,Q14624,Target,Antagonist
DB14548,DrugToProtein,P01591,Target,Antagonist
DB14548,DrugToProtein,P03952,Target,Antagonist
DB14548,DrugToProtein,P01042,Target,Antagonist
DB14548,DrugToProtein,P35527,Target,Antagonist
DB14548,DrugToProtein,P19652,Target,Antagonist
DB14548,DrugToProtein,Q96PD5,Target,Antagonist
DB14548,DrugToProtein,P27169,Target,Antagonist
DB14548,DrugToProtein,P20742,Target,Antagonist
DB14548,DrugToProtein,P31151,Target,Antagonist
DB14548,DrugToProtein,P49908,Target,Antagonist
DB14548,DrugToProtein,P01009,Target,Antagonist
DB14548,DrugToProtein,P01011,Target,Antagonist
DB14548,DrugToProtein,P08185,Target,Antagonist
DB14548,DrugToProtein,P05546,Target,Antagonist
DB14548,DrugToProtein,P04278,Target,Antagonist
DB14548,DrugToProtein,P02787,Target,Antagonist
DB14548,DrugToProtein,P02766,Target,Antagonist
DB14548,DrugToProtein,P04004,Target,Antagonist
DB14548,DrugToProtein,P51693,Target,Antagonist
DB14548,DrugToProtein,Q06481,Target,Antagonist
DB14548,DrugToProtein,P05067,Target,Antagonist
DB14548,DrugToProtein,P09874,Target,Antagonist
DB14548,DrugToProtein,P04114,Target,Antagonist
DB14548,DrugToProtein,P02790,Target,Antagonist
DB14548,DrugToProtein,P04196,Target,Antagonist
DB14548,DrugToProtein,P03951,Target,Antagonist
DB14548,DrugToProtein,P41238,Target,Antagonist
DB14548,DrugToProtein,Q02383,Target,Antagonist
DB14548,DrugToProtein,P46663,Target,Modulator
DB14548,DrugToProtein,P16455,Target,Modulator
DB14548,DrugToProtein,P04075,Target,Modulator
DB14548,DrugToProtein,P68104,Target,Modulator
DB14548,DrugToProtein,P06733,Target,Modulator
DB14548,DrugToProtein,O14556,Target,Modulator
DB14548,DrugToProtein,P15531,Target,Modulator
DB14548,DrugToProtein,P07237,Target,Modulator
DB14548,DrugToProtein,P30101,Target,Modulator
DB14548,DrugToProtein,Q06830,Target,Modulator
DB14548,DrugToProtein,P78330,Target,Modulator
DB14548,DrugToProtein,P60174,Target,Modulator
DB14548,DrugToProtein,P49411,Target,Modulator
DB14548,DrugToProtein,P03372,Target,Modulator
DB14548,DrugToProtein,P08700,Target,Modulator
DB14548,DrugToProtein,P02795,Target,Modulator
DB14548,DrugToProtein,O14618,Target,Modulator
DB14548,DrugToProtein,Q13547,Target,Modulator
DB14548,DrugToProtein,P56524,Target,Modulator
DB14548,DrugToProtein,P29372,Target,Modulator
DB14548,DrugToProtein,P04279,Target,Modulator
DB14548,DrugToProtein,P00441,Target,Modulator
DB14548,DrugToProtein,Q9BY41,Target,Modulator
DB14548,DrugToProtein,O15304,Target,Modulator
DB14548,DrugToProtein,P23415,Target,Modulator
DB14548,DrugToProtein,Q00987,Target,Modulator
DB14548,DrugToProtein,P01308,Target,Modulator
DB14548,DrugToProtein,P46939,Target,Modulator
DB14548,DrugToProtein,P45381,Target,Modulator
DB14548,DrugToProtein,P05109,Target,Modulator
DB14548,DrugToProtein,P06702,Target,Modulator
DB14548,DrugToProtein,P14780,Target,Modulator
DB14548,DrugToProtein,O15350,Target,Modulator
DB14548,DrugToProtein,P29034,Target,Modulator
DB14548,DrugToProtein,P04637,Target,Modulator
DB14548,DrugToProtein,P25713,Target,Modulator
DB14548,DrugToProtein,P04731,Target,Modulator
DB14548,DrugToProtein,P01023,Target,Modulator
DB14548,DrugToProtein,P02765,Target,Modulator
DB14548,DrugToProtein,P02647,Target,Modulator
DB14548,DrugToProtein,Q0VD83,Target,Modulator
DB14548,DrugToProtein,P02649,Target,Modulator
DB14548,DrugToProtein,O14791,Target,Modulator
DB14548,DrugToProtein,P02746,Target,Modulator
DB14548,DrugToProtein,P02747,Target,Modulator
DB14548,DrugToProtein,P00736,Target,Modulator
DB14548,DrugToProtein,P09871,Target,Modulator
DB14548,DrugToProtein,P01024,Target,Modulator
DB14548,DrugToProtein,P0C0L5,Target,Modulator
DB14548,DrugToProtein,P04003,Target,Modulator
DB14548,DrugToProtein,P20851,Target,Modulator
DB14548,DrugToProtein,P01031,Target,Modulator
DB14548,DrugToProtein,P46736,Target,Modulator
DB14548,DrugToProtein,P08603,Target,Modulator
DB14548,DrugToProtein,P10909,Target,Modulator
DB14548,DrugToProtein,P00450,Target,Modulator
DB14548,DrugToProtein,P15169,Target,Modulator
DB14548,DrugToProtein,P22792,Target,Modulator
DB14548,DrugToProtein,P81605,Target,Modulator
DB14548,DrugToProtein,P02671,Target,Modulator
DB14548,DrugToProtein,P02751,Target,Modulator
DB14548,DrugToProtein,P69905,Target,Modulator
DB14548,DrugToProtein,P68871,Target,Modulator
DB14548,DrugToProtein,P00738,Target,Modulator
DB14548,DrugToProtein,P35858,Target,Modulator
DB14548,DrugToProtein,P19827,Target,Modulator
DB14548,DrugToProtein,P19823,Target,Modulator
DB14548,DrugToProtein,Q06033,Target,Modulator
DB14548,DrugToProtein,Q14624,Target,Modulator
DB14548,DrugToProtein,P01591,Target,Modulator
DB14548,DrugToProtein,P03952,Target,Modulator
DB14548,DrugToProtein,P01042,Target,Modulator
DB14548,DrugToProtein,P35527,Target,Modulator
DB14548,DrugToProtein,P19652,Target,Modulator
DB14548,DrugToProtein,Q96PD5,Target,Modulator
DB14548,DrugToProtein,P27169,Target,Modulator
DB14548,DrugToProtein,P20742,Target,Modulator
DB14548,DrugToProtein,P31151,Target,Modulator
DB14548,DrugToProtein,P49908,Target,Modulator
DB14548,DrugToProtein,P01009,Target,Modulator
DB14548,DrugToProtein,P01011,Target,Modulator
DB14548,DrugToProtein,P08185,Target,Modulator
DB14548,DrugToProtein,P05546,Target,Modulator
DB14548,DrugToProtein,P04278,Target,Modulator
DB14548,DrugToProtein,P02787,Target,Modulator
DB14548,DrugToProtein,P02766,Target,Modulator
DB14548,DrugToProtein,P04004,Target,Modulator
DB14548,DrugToProtein,P51693,Target,Modulator
DB14548,DrugToProtein,Q06481,Target,Modulator
DB14548,DrugToProtein,P05067,Target,Modulator
DB14548,DrugToProtein,P09874,Target,Modulator
DB14548,DrugToProtein,P04114,Target,Modulator
DB14548,DrugToProtein,P02790,Target,Modulator
DB14548,DrugToProtein,P04196,Target,Modulator
DB14548,DrugToProtein,P03951,Target,Modulator
DB14548,DrugToProtein,P41238,Target,Modulator
DB14548,DrugToProtein,Q02383,Target,Modulator
DB14548,DrugToProtein,P46663,Target,Component of
DB14548,DrugToProtein,P16455,Target,Component of
DB14548,DrugToProtein,P04075,Target,Component of
DB14548,DrugToProtein,P68104,Target,Component of
DB14548,DrugToProtein,P06733,Target,Component of
DB14548,DrugToProtein,O14556,Target,Component of
DB14548,DrugToProtein,P15531,Target,Component of
DB14548,DrugToProtein,P07237,Target,Component of
DB14548,DrugToProtein,P30101,Target,Component of
DB14548,DrugToProtein,Q06830,Target,Component of
DB14548,DrugToProtein,P78330,Target,Component of
DB14548,DrugToProtein,P60174,Target,Component of
DB14548,DrugToProtein,P49411,Target,Component of
DB14548,DrugToProtein,P03372,Target,Component of
DB14548,DrugToProtein,P08700,Target,Component of
DB14548,DrugToProtein,P02795,Target,Component of
DB14548,DrugToProtein,O14618,Target,Component of
DB14548,DrugToProtein,Q13547,Target,Component of
DB14548,DrugToProtein,P56524,Target,Component of
DB14548,DrugToProtein,P29372,Target,Component of
DB14548,DrugToProtein,P04279,Target,Component of
DB14548,DrugToProtein,P00441,Target,Component of
DB14548,DrugToProtein,Q9BY41,Target,Component of
DB14548,DrugToProtein,O15304,Target,Component of
DB14548,DrugToProtein,P23415,Target,Component of
DB14548,DrugToProtein,Q00987,Target,Component of
DB14548,DrugToProtein,P01308,Target,Component of
DB14548,DrugToProtein,P46939,Target,Component of
DB14548,DrugToProtein,P45381,Target,Component of
DB14548,DrugToProtein,P05109,Target,Component of
DB14548,DrugToProtein,P06702,Target,Component of
DB14548,DrugToProtein,P14780,Target,Component of
DB14548,DrugToProtein,O15350,Target,Component of
DB14548,DrugToProtein,P29034,Target,Component of
DB14548,DrugToProtein,P04637,Target,Component of
DB14548,DrugToProtein,P25713,Target,Component of
DB14548,DrugToProtein,P04731,Target,Component of
DB14548,DrugToProtein,P01023,Target,Component of
DB14548,DrugToProtein,P02765,Target,Component of
DB14548,DrugToProtein,P02647,Target,Component of
DB14548,DrugToProtein,Q0VD83,Target,Component of
DB14548,DrugToProtein,P02649,Target,Component of
DB14548,DrugToProtein,O14791,Target,Component of
DB14548,DrugToProtein,P02746,Target,Component of
DB14548,DrugToProtein,P02747,Target,Component of
DB14548,DrugToProtein,P00736,Target,Component of
DB14548,DrugToProtein,P09871,Target,Component of
DB14548,DrugToProtein,P01024,Target,Component of
DB14548,DrugToProtein,P0C0L5,Target,Component of
DB14548,DrugToProtein,P04003,Target,Component of
DB14548,DrugToProtein,P20851,Target,Component of
DB14548,DrugToProtein,P01031,Target,Component of
DB14548,DrugToProtein,P46736,Target,Component of
DB14548,DrugToProtein,P08603,Target,Component of
DB14548,DrugToProtein,P10909,Target,Component of
DB14548,DrugToProtein,P00450,Target,Component of
DB14548,DrugToProtein,P15169,Target,Component of
DB14548,DrugToProtein,P22792,Target,Component of
DB14548,DrugToProtein,P81605,Target,Component of
DB14548,DrugToProtein,P02671,Target,Component of
DB14548,DrugToProtein,P02751,Target,Component of
DB14548,DrugToProtein,P69905,Target,Component of
DB14548,DrugToProtein,P68871,Target,Component of
DB14548,DrugToProtein,P00738,Target,Component of
DB14548,DrugToProtein,P35858,Target,Component of
DB14548,DrugToProtein,P19827,Target,Component of
DB14548,DrugToProtein,P19823,Target,Component of
DB14548,DrugToProtein,Q06033,Target,Component of
DB14548,DrugToProtein,Q14624,Target,Component of
DB14548,DrugToProtein,P01591,Target,Component of
DB14548,DrugToProtein,P03952,Target,Component of
DB14548,DrugToProtein,P01042,Target,Component of
DB14548,DrugToProtein,P35527,Target,Component of
DB14548,DrugToProtein,P19652,Target,Component of
DB14548,DrugToProtein,Q96PD5,Target,Component of
DB14548,DrugToProtein,P27169,Target,Component of
DB14548,DrugToProtein,P20742,Target,Component of
DB14548,DrugToProtein,P31151,Target,Component of
DB14548,DrugToProtein,P49908,Target,Component of
DB14548,DrugToProtein,P01009,Target,Component of
DB14548,DrugToProtein,P01011,Target,Component of
DB14548,DrugToProtein,P08185,Target,Component of
DB14548,DrugToProtein,P05546,Target,Component of
DB14548,DrugToProtein,P04278,Target,Component of
DB14548,DrugToProtein,P02787,Target,Component of
DB14548,DrugToProtein,P02766,Target,Component of
DB14548,DrugToProtein,P04004,Target,Component of
DB14548,DrugToProtein,P51693,Target,Component of
DB14548,DrugToProtein,Q06481,Target,Component of
DB14548,DrugToProtein,P05067,Target,Component of
DB14548,DrugToProtein,P09874,Target,Component of
DB14548,DrugToProtein,P04114,Target,Component of
DB14548,DrugToProtein,P02790,Target,Component of
DB14548,DrugToProtein,P04196,Target,Component of
DB14548,DrugToProtein,P03951,Target,Component of
DB14548,DrugToProtein,P41238,Target,Component of
DB14548,DrugToProtein,Q02383,Target,Component of
DB14548,DrugToProtein,P46663,Target,Activator
DB14548,DrugToProtein,P16455,Target,Activator
DB14548,DrugToProtein,P04075,Target,Activator
DB14548,DrugToProtein,P68104,Target,Activator
DB14548,DrugToProtein,P06733,Target,Activator
DB14548,DrugToProtein,O14556,Target,Activator
DB14548,DrugToProtein,P15531,Target,Activator
DB14548,DrugToProtein,P07237,Target,Activator
DB14548,DrugToProtein,P30101,Target,Activator
DB14548,DrugToProtein,Q06830,Target,Activator
DB14548,DrugToProtein,P78330,Target,Activator
DB14548,DrugToProtein,P60174,Target,Activator
DB14548,DrugToProtein,P49411,Target,Activator
DB14548,DrugToProtein,P03372,Target,Activator
DB14548,DrugToProtein,P08700,Target,Activator
DB14548,DrugToProtein,P02795,Target,Activator
DB14548,DrugToProtein,O14618,Target,Activator
DB14548,DrugToProtein,Q13547,Target,Activator
DB14548,DrugToProtein,P56524,Target,Activator
DB14548,DrugToProtein,P29372,Target,Activator
DB14548,DrugToProtein,P04279,Target,Activator
DB14548,DrugToProtein,P00441,Target,Activator
DB14548,DrugToProtein,Q9BY41,Target,Activator
DB14548,DrugToProtein,O15304,Target,Activator
DB14548,DrugToProtein,P23415,Target,Activator
DB14548,DrugToProtein,Q00987,Target,Activator
DB14548,DrugToProtein,P01308,Target,Activator
DB14548,DrugToProtein,P46939,Target,Activator
DB14548,DrugToProtein,P45381,Target,Activator
DB14548,DrugToProtein,P05109,Target,Activator
DB14548,DrugToProtein,P06702,Target,Activator
DB14548,DrugToProtein,P14780,Target,Activator
DB14548,DrugToProtein,O15350,Target,Activator
DB14548,DrugToProtein,P29034,Target,Activator
DB14548,DrugToProtein,P04637,Target,Activator
DB14548,DrugToProtein,P25713,Target,Activator
DB14548,DrugToProtein,P04731,Target,Activator
DB14548,DrugToProtein,P01023,Target,Activator
DB14548,DrugToProtein,P02765,Target,Activator
DB14548,DrugToProtein,P02647,Target,Activator
DB14548,DrugToProtein,Q0VD83,Target,Activator
DB14548,DrugToProtein,P02649,Target,Activator
DB14548,DrugToProtein,O14791,Target,Activator
DB14548,DrugToProtein,P02746,Target,Activator
DB14548,DrugToProtein,P02747,Target,Activator
DB14548,DrugToProtein,P00736,Target,Activator
DB14548,DrugToProtein,P09871,Target,Activator
DB14548,DrugToProtein,P01024,Target,Activator
DB14548,DrugToProtein,P0C0L5,Target,Activator
DB14548,DrugToProtein,P04003,Target,Activator
DB14548,DrugToProtein,P20851,Target,Activator
DB14548,DrugToProtein,P01031,Target,Activator
DB14548,DrugToProtein,P46736,Target,Activator
DB14548,DrugToProtein,P08603,Target,Activator
DB14548,DrugToProtein,P10909,Target,Activator
DB14548,DrugToProtein,P00450,Target,Activator
DB14548,DrugToProtein,P15169,Target,Activator
DB14548,DrugToProtein,P22792,Target,Activator
DB14548,DrugToProtein,P81605,Target,Activator
DB14548,DrugToProtein,P02671,Target,Activator
DB14548,DrugToProtein,P02751,Target,Activator
DB14548,DrugToProtein,P69905,Target,Activator
DB14548,DrugToProtein,P68871,Target,Activator
DB14548,DrugToProtein,P00738,Target,Activator
DB14548,DrugToProtein,P35858,Target,Activator
DB14548,DrugToProtein,P19827,Target,Activator
DB14548,DrugToProtein,P19823,Target,Activator
DB14548,DrugToProtein,Q06033,Target,Activator
DB14548,DrugToProtein,Q14624,Target,Activator
DB14548,DrugToProtein,P01591,Target,Activator
DB14548,DrugToProtein,P03952,Target,Activator
DB14548,DrugToProtein,P01042,Target,Activator
DB14548,DrugToProtein,P35527,Target,Activator
DB14548,DrugToProtein,P19652,Target,Activator
DB14548,DrugToProtein,Q96PD5,Target,Activator
DB14548,DrugToProtein,P27169,Target,Activator
DB14548,DrugToProtein,P20742,Target,Activator
DB14548,DrugToProtein,P31151,Target,Activator
DB14548,DrugToProtein,P49908,Target,Activator
DB14548,DrugToProtein,P01009,Target,Activator
DB14548,DrugToProtein,P01011,Target,Activator
DB14548,DrugToProtein,P08185,Target,Activator
DB14548,DrugToProtein,P05546,Target,Activator
DB14548,DrugToProtein,P04278,Target,Activator
DB14548,DrugToProtein,P02787,Target,Activator
DB14548,DrugToProtein,P02766,Target,Activator
DB14548,DrugToProtein,P04004,Target,Activator
DB14548,DrugToProtein,P51693,Target,Activator
DB14548,DrugToProtein,Q06481,Target,Activator
DB14548,DrugToProtein,P05067,Target,Activator
DB14548,DrugToProtein,P09874,Target,Activator
DB14548,DrugToProtein,P04114,Target,Activator
DB14548,DrugToProtein,P02790,Target,Activator
DB14548,DrugToProtein,P04196,Target,Activator
DB14548,DrugToProtein,P03951,Target,Activator
DB14548,DrugToProtein,P41238,Target,Activator
DB14548,DrugToProtein,Q02383,Target,Activator
DB14562,DrugToProtein,P10646,Target,Inhibitor
DB14568,DrugToProtein,O75874,Target,Inhibitor
DB14575,DrugToProtein,Q99571,Target,Unknown
DB14580,DrugToProtein,P05067,Target,Binder
DB14581,DrugToProtein,Q15910,Target,Inhibitor
DB14583,DrugToProtein,P06401,Target,Agonist
DB14583,DrugToProtein,P10275,Target,Agonist
DB14583,DrugToProtein,P04150,Target,Agonist
DB14597,DrugToProtein,P03952,Target,Inhibitor
DB14631,DrugToProtein,P04150,Target,Agonist
DB14631,DrugToProtein,P04083,Target,Agonist
DB14631,DrugToProtein,P04150,Target,Ligand
DB14631,DrugToProtein,P04083,Target,Ligand
DB14635,DrugToProtein,P37231,Target,Unknown
DB14635,DrugToProtein,P11473,Target,Unknown
DB14635,DrugToProtein,O15440,Target,Unknown
DB14635,DrugToProtein,P16152,Target,Unknown
DB14635,DrugToProtein,P09211,Target,Unknown
DB14639,DrugToProtein,P10275,Target,Unknown
DB14641,DrugToProtein,P03372,Target,Unknown
DB14641,DrugToProtein,Q92731,Target,Unknown
DB14641,DrugToProtein,P04278,Target,Unknown
DB14642,DrugToProtein,P37288,Target,Unknown
DB14642,DrugToProtein,P30518,Target,Unknown
DB14642,DrugToProtein,P47901,Target,Unknown
DB14649,DrugToProtein,P04150,Target,Agonist
DB14649,DrugToProtein,P04083,Target,Agonist
DB14649,DrugToProtein,P35228,Target,Agonist
DB14649,DrugToProtein,P51843,Target,Agonist
DB14649,DrugToProtein,O75469,Target,Agonist
DB14649,DrugToProtein,P04150,Target,Negative modulator
DB14649,DrugToProtein,P04083,Target,Negative modulator
DB14649,DrugToProtein,P35228,Target,Negative modulator
DB14649,DrugToProtein,P51843,Target,Negative modulator
DB14649,DrugToProtein,O75469,Target,Negative modulator
DB14649,DrugToProtein,P04150,Target,Stimulator
DB14649,DrugToProtein,P04083,Target,Stimulator
DB14649,DrugToProtein,P35228,Target,Stimulator
DB14649,DrugToProtein,P51843,Target,Stimulator
DB14649,DrugToProtein,O75469,Target,Stimulator
DB14669,DrugToProtein,P04150,Target,Agonist
DB14669,DrugToProtein,P04083,Target,Agonist
DB14672,DrugToProtein,P14867,Target,Positive allosteric modulator
DB14672,DrugToProtein,P47869,Target,Positive allosteric modulator
DB14672,DrugToProtein,P34903,Target,Positive allosteric modulator
DB14672,DrugToProtein,P48169,Target,Positive allosteric modulator
DB14672,DrugToProtein,P31644,Target,Positive allosteric modulator
DB14672,DrugToProtein,Q16445,Target,Positive allosteric modulator
DB14672,DrugToProtein,P18505,Target,Positive allosteric modulator
DB14672,DrugToProtein,P47870,Target,Positive allosteric modulator
DB14672,DrugToProtein,P28472,Target,Positive allosteric modulator
DB14672,DrugToProtein,O14764,Target,Positive allosteric modulator
DB14672,DrugToProtein,P78334,Target,Positive allosteric modulator
DB14672,DrugToProtein,Q8N1C3,Target,Positive allosteric modulator
DB14672,DrugToProtein,P18507,Target,Positive allosteric modulator
DB14672,DrugToProtein,Q99928,Target,Positive allosteric modulator
DB14672,DrugToProtein,O00591,Target,Positive allosteric modulator
DB14672,DrugToProtein,Q9UN88,Target,Positive allosteric modulator
DB14672,DrugToProtein,P14867,Target,Ligand
DB14672,DrugToProtein,P47869,Target,Ligand
DB14672,DrugToProtein,P34903,Target,Ligand
DB14672,DrugToProtein,P48169,Target,Ligand
DB14672,DrugToProtein,P31644,Target,Ligand
DB14672,DrugToProtein,Q16445,Target,Ligand
DB14672,DrugToProtein,P18505,Target,Ligand
DB14672,DrugToProtein,P47870,Target,Ligand
DB14672,DrugToProtein,P28472,Target,Ligand
DB14672,DrugToProtein,O14764,Target,Ligand
DB14672,DrugToProtein,P78334,Target,Ligand
DB14672,DrugToProtein,Q8N1C3,Target,Ligand
DB14672,DrugToProtein,P18507,Target,Ligand
DB14672,DrugToProtein,Q99928,Target,Ligand
DB14672,DrugToProtein,O00591,Target,Ligand
DB14672,DrugToProtein,Q9UN88,Target,Ligand
DB14700,DrugToProtein,P00451,Target,Binder
DB14707,DrugToProtein,Q15116,Target,Inhibitor
DB14715,DrugToProtein,P14867,Target,Positive allosteric modulator
DB14715,DrugToProtein,P47869,Target,Positive allosteric modulator
DB14715,DrugToProtein,P34903,Target,Positive allosteric modulator
DB14715,DrugToProtein,P48169,Target,Positive allosteric modulator
DB14715,DrugToProtein,P31644,Target,Positive allosteric modulator
DB14715,DrugToProtein,Q16445,Target,Positive allosteric modulator
DB14715,DrugToProtein,P18505,Target,Positive allosteric modulator
DB14715,DrugToProtein,P47870,Target,Positive allosteric modulator
DB14715,DrugToProtein,P28472,Target,Positive allosteric modulator
DB14715,DrugToProtein,O14764,Target,Positive allosteric modulator
DB14715,DrugToProtein,P78334,Target,Positive allosteric modulator
DB14715,DrugToProtein,Q8N1C3,Target,Positive allosteric modulator
DB14715,DrugToProtein,P18507,Target,Positive allosteric modulator
