PathwayId:START_ID(Pathway),Relation:TYPE,PathwayId:END_ID(Pathway),RelationName
R-HSA-425366,PathwayToPathway,R-HSA-442660,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-444411,Is parent of
R-HSA-425366,PathwayToPathway,R-HSA-549132,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-352230,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-425381,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-425561,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-425986,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-426117,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-427601,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-427652,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-427975,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-428559,Is parent of
R-HSA-425393,PathwayToPathway,R-HSA-428643,Is parent of
R-HSA-425397,PathwayToPathway,R-HSA-727802,Is parent of
R-HSA-425397,PathwayToPathway,R-HSA-804914,Is parent of
R-HSA-425397,PathwayToPathway,R-HSA-83936,Is parent of
R-HSA-425397,PathwayToPathway,R-HSA-879518,Is parent of
R-HSA-425407,PathwayToPathway,R-HSA-189200,Is parent of
R-HSA-425407,PathwayToPathway,R-HSA-425366,Is parent of
R-HSA-425407,PathwayToPathway,R-HSA-425393,Is parent of
R-HSA-425407,PathwayToPathway,R-HSA-425397,Is parent of
R-HSA-425410,PathwayToPathway,R-HSA-435354,Is parent of
R-HSA-427652,PathwayToPathway,R-HSA-427589,Is parent of
R-HSA-428157,PathwayToPathway,R-HSA-1660661,Is parent of
R-HSA-428157,PathwayToPathway,R-HSA-1660662,Is parent of
R-HSA-428157,PathwayToPathway,R-HSA-9845614,Is parent of
R-HSA-429914,PathwayToPathway,R-HSA-429947,Is parent of
R-HSA-429914,PathwayToPathway,R-HSA-429958,Is parent of
R-HSA-429914,PathwayToPathway,R-HSA-430039,Is parent of
R-HSA-435354,PathwayToPathway,R-HSA-435368,Is parent of
R-HSA-435354,PathwayToPathway,R-HSA-442380,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-442720,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-442729,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-442742,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-9619229,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-9619483,Is parent of
R-HSA-438064,PathwayToPathway,R-HSA-9620244,Is parent of
R-HSA-4420097,PathwayToPathway,R-HSA-5218920,Is parent of
R-HSA-4420097,PathwayToPathway,R-HSA-5218921,Is parent of
R-HSA-442742,PathwayToPathway,R-HSA-442982,Is parent of
R-HSA-442742,PathwayToPathway,R-HSA-444257,Is parent of
R-HSA-442755,PathwayToPathway,R-HSA-438064,Is parent of
R-HSA-442755,PathwayToPathway,R-HSA-438066,Is parent of
R-HSA-442755,PathwayToPathway,R-HSA-9609736,Is parent of
R-HSA-442755,PathwayToPathway,R-HSA-9617324,Is parent of
R-HSA-445717,PathwayToPathway,R-HSA-432030,Is parent of
R-HSA-445717,PathwayToPathway,R-HSA-432040,Is parent of
R-HSA-445717,PathwayToPathway,R-HSA-432047,Is parent of
R-HSA-445989,PathwayToPathway,R-HSA-9758274,Is parent of
R-HSA-446193,PathwayToPathway,R-HSA-446219,Is parent of
R-HSA-446203,PathwayToPathway,R-HSA-446193,Is parent of
R-HSA-446203,PathwayToPathway,R-HSA-532668,Is parent of
R-HSA-446203,PathwayToPathway,R-HSA-948021,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-162699,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-4085001,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-446199,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-446205,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-446210,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-480985,Is parent of
R-HSA-446219,PathwayToPathway,R-HSA-6787639,Is parent of
R-HSA-446353,PathwayToPathway,R-HSA-446343,Is parent of
R-HSA-446353,PathwayToPathway,R-HSA-446388,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-448706,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9007892,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9008059,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9012546,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9014826,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9014843,Is parent of
R-HSA-446652,PathwayToPathway,R-HSA-9020702,Is parent of
R-HSA-446728,PathwayToPathway,R-HSA-421270,Is parent of
R-HSA-446728,PathwayToPathway,R-HSA-446107,Is parent of
R-HSA-446728,PathwayToPathway,R-HSA-446353,Is parent of
R-HSA-447115,PathwayToPathway,R-HSA-8984722,Is parent of
R-HSA-447115,PathwayToPathway,R-HSA-9020591,Is parent of
R-HSA-447115,PathwayToPathway,R-HSA-9020933,Is parent of
R-HSA-447115,PathwayToPathway,R-HSA-9020956,Is parent of
R-HSA-448424,PathwayToPathway,R-HSA-450294,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-1266695,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-446652,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-447115,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-448424,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-449836,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-451927,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-512988,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-6783589,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-6783783,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-6785807,Is parent of
R-HSA-449147,PathwayToPathway,R-HSA-8854691,Is parent of
R-HSA-450282,PathwayToPathway,R-HSA-198753,Is parent of
R-HSA-450282,PathwayToPathway,R-HSA-199920,Is parent of
R-HSA-450282,PathwayToPathway,R-HSA-450341,Is parent of
R-HSA-450294,PathwayToPathway,R-HSA-450282,Is parent of
R-HSA-450294,PathwayToPathway,R-HSA-450302,Is parent of
R-HSA-450294,PathwayToPathway,R-HSA-450321,Is parent of
R-HSA-450294,PathwayToPathway,R-HSA-5684264,Is parent of
R-HSA-450531,PathwayToPathway,R-HSA-450385,Is parent of
R-HSA-450531,PathwayToPathway,R-HSA-450408,Is parent of
R-HSA-450531,PathwayToPathway,R-HSA-450513,Is parent of
R-HSA-450531,PathwayToPathway,R-HSA-450520,Is parent of
R-HSA-450531,PathwayToPathway,R-HSA-450604,Is parent of
R-HSA-451306,PathwayToPathway,R-HSA-451307,Is parent of
R-HSA-451306,PathwayToPathway,R-HSA-451308,Is parent of
R-HSA-451326,PathwayToPathway,R-HSA-451306,Is parent of
R-HSA-451326,PathwayToPathway,R-HSA-500657,Is parent of
R-HSA-451927,PathwayToPathway,R-HSA-8983432,Is parent of
R-HSA-451927,PathwayToPathway,R-HSA-8985947,Is parent of
R-HSA-451927,PathwayToPathway,R-HSA-9020558,Is parent of
R-HSA-451927,PathwayToPathway,R-HSA-9020958,Is parent of
R-HSA-451927,PathwayToPathway,R-HSA-912526,Is parent of
R-HSA-452723,PathwayToPathway,R-HSA-2892245,Is parent of
R-HSA-452723,PathwayToPathway,R-HSA-2892247,Is parent of
R-HSA-453274,PathwayToPathway,R-HSA-68911,Is parent of
R-HSA-453274,PathwayToPathway,R-HSA-69275,Is parent of
R-HSA-453276,PathwayToPathway,R-HSA-174143,Is parent of
R-HSA-453279,PathwayToPathway,R-HSA-1538133,Is parent of
R-HSA-453279,PathwayToPathway,R-HSA-69206,Is parent of
R-HSA-453279,PathwayToPathway,R-HSA-69236,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-4839735,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-4839743,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-4839744,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-4839748,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5339700,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5339716,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5339717,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5340573,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5340588,Is parent of
R-HSA-4791275,PathwayToPathway,R-HSA-5545619,Is parent of
R-HSA-4839726,PathwayToPathway,R-HSA-3247509,Is parent of
R-HSA-4839735,PathwayToPathway,R-HSA-5467340,Is parent of
R-HSA-4839735,PathwayToPathway,R-HSA-5467345,Is parent of
R-HSA-4839743,PathwayToPathway,R-HSA-5358747,Is parent of
R-HSA-4839743,PathwayToPathway,R-HSA-5358749,Is parent of
R-HSA-4839743,PathwayToPathway,R-HSA-5358751,Is parent of
R-HSA-4839743,PathwayToPathway,R-HSA-5358752,Is parent of
R-HSA-4839744,PathwayToPathway,R-HSA-5467333,Is parent of
R-HSA-4839744,PathwayToPathway,R-HSA-5467337,Is parent of
R-HSA-4839748,PathwayToPathway,R-HSA-5467343,Is parent of
R-HSA-4839748,PathwayToPathway,R-HSA-5467348,Is parent of
R-HSA-500792,PathwayToPathway,R-HSA-373076,Is parent of
R-HSA-500792,PathwayToPathway,R-HSA-373080,Is parent of
R-HSA-500792,PathwayToPathway,R-HSA-420499,Is parent of
R-HSA-512988,PathwayToPathway,R-HSA-912526,Is parent of
R-HSA-512988,PathwayToPathway,R-HSA-912631,Is parent of
R-HSA-5173105,PathwayToPathway,R-HSA-5173214,Is parent of
R-HSA-5173105,PathwayToPathway,R-HSA-913709,Is parent of
R-HSA-5205647,PathwayToPathway,R-HSA-5205685,Is parent of
R-HSA-5205647,PathwayToPathway,R-HSA-8934903,Is parent of
R-HSA-5213460,PathwayToPathway,R-HSA-5675482,Is parent of
R-HSA-5218859,PathwayToPathway,R-HSA-5213460,Is parent of
R-HSA-5218859,PathwayToPathway,R-HSA-5620971,Is parent of
R-HSA-5250913,PathwayToPathway,R-HSA-427389,Is parent of
R-HSA-5250913,PathwayToPathway,R-HSA-5250924,Is parent of
R-HSA-5250941,PathwayToPathway,R-HSA-427359,Is parent of
R-HSA-5250941,PathwayToPathway,R-HSA-427413,Is parent of
R-HSA-5260271,PathwayToPathway,R-HSA-5602358,Is parent of
R-HSA-532668,PathwayToPathway,R-HSA-901042,Is parent of
R-HSA-5339562,PathwayToPathway,R-HSA-168799,Is parent of
R-HSA-5339562,PathwayToPathway,R-HSA-5210891,Is parent of
R-HSA-5339562,PathwayToPathway,R-HSA-5336415,Is parent of
R-HSA-5339562,PathwayToPathway,R-HSA-8942233,Is parent of
R-HSA-5357769,PathwayToPathway,R-HSA-140534,Is parent of
R-HSA-5357769,PathwayToPathway,R-HSA-418889,Is parent of
R-HSA-5357801,PathwayToPathway,R-HSA-109581,Is parent of
R-HSA-5357801,PathwayToPathway,R-HSA-5218859,Is parent of
R-HSA-5358346,PathwayToPathway,R-HSA-5362798,Is parent of
R-HSA-5358351,PathwayToPathway,R-HSA-5358346,Is parent of
R-HSA-5358351,PathwayToPathway,R-HSA-5610787,Is parent of
R-HSA-5358351,PathwayToPathway,R-HSA-5632684,Is parent of
R-HSA-5358508,PathwayToPathway,R-HSA-5358565,Is parent of
R-HSA-5358508,PathwayToPathway,R-HSA-5358606,Is parent of
R-HSA-5362517,PathwayToPathway,R-HSA-5365859,Is parent of
R-HSA-5368287,PathwayToPathway,R-HSA-5368286,Is parent of
R-HSA-5368287,PathwayToPathway,R-HSA-5389840,Is parent of
R-HSA-5368287,PathwayToPathway,R-HSA-5419276,Is parent of
R-HSA-5387390,PathwayToPathway,R-HSA-5362768,Is parent of
R-HSA-5387390,PathwayToPathway,R-HSA-5658034,Is parent of
R-HSA-5423599,PathwayToPathway,R-HSA-5545483,Is parent of
R-HSA-5423599,PathwayToPathway,R-HSA-5632927,Is parent of
R-HSA-5423599,PathwayToPathway,R-HSA-5632928,Is parent of
R-HSA-5423599,PathwayToPathway,R-HSA-5632968,Is parent of
R-HSA-5423599,PathwayToPathway,R-HSA-5632987,Is parent of
R-HSA-549132,PathwayToPathway,R-HSA-549127,Is parent of
R-HSA-549132,PathwayToPathway,R-HSA-561048,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-1483257,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-400206,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-428157,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-74182,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-8848584,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-8957322,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-8964572,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-8978868,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-8979227,Is parent of
R-HSA-556833,PathwayToPathway,R-HSA-9018678,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5576886,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5576890,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5576892,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5576893,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5576894,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5578768,Is parent of
R-HSA-5576891,PathwayToPathway,R-HSA-5578775,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5578995,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5578996,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5578997,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5578998,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5578999,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579000,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579002,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579004,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579005,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579006,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579007,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579009,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579010,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579011,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579012,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579013,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579014,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579015,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579016,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579017,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579019,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579020,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579021,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579022,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579024,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579026,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579027,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579028,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579030,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-5579032,Is parent of
R-HSA-5579029,PathwayToPathway,R-HSA-9035968,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602410,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602415,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602498,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602566,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602571,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602636,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5602680,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5603027,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5603029,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5603037,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-5603041,Is parent of
R-HSA-5602358,PathwayToPathway,R-HSA-9824856,Is parent of
R-HSA-5607764,PathwayToPathway,R-HSA-5607761,Is parent of
R-HSA-5607764,PathwayToPathway,R-HSA-5607763,Is parent of
R-HSA-5607764,PathwayToPathway,R-HSA-5660668,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4043911,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4043916,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4085011,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4085023,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4717374,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4719360,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4719377,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4755579,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4755583,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-4755609,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-5609974,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-5609976,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-5609977,Is parent of
R-HSA-5609975,PathwayToPathway,R-HSA-5609978,Is parent of
R-HSA-5610787,PathwayToPathway,R-HSA-5610780,Is parent of
R-HSA-5610787,PathwayToPathway,R-HSA-5610783,Is parent of
R-HSA-5610787,PathwayToPathway,R-HSA-5610785,Is parent of
R-HSA-5617833,PathwayToPathway,R-HSA-5620912,Is parent of
R-HSA-5617833,PathwayToPathway,R-HSA-5620920,Is parent of
R-HSA-5617833,PathwayToPathway,R-HSA-5620924,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5678420,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5678520,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5678771,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5678895,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5679001,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5679090,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5679096,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5682113,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5682294,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5683177,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5683329,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5683371,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5683678,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5684045,Is parent of
R-HSA-5619084,PathwayToPathway,R-HSA-5690338,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-3560792,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619035,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619036,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619037,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619039,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619040,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619041,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619042,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619043,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619044,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619045,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619046,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619047,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619048,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619049,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619050,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619052,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619053,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619054,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619055,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619056,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619058,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619060,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619061,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619062,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619063,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619066,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619067,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619068,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619070,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619071,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619072,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619073,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619076,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619077,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619078,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619079,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619081,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619083,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619085,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619087,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619088,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619089,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619092,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619094,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619095,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619096,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619097,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619098,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619099,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619101,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619104,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619107,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619108,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619109,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619110,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619111,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619113,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5619114,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5655799,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5656364,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5658208,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5658471,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5659729,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5659735,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5660686,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5660724,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5660862,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5660883,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-5663020,Is parent of
R-HSA-5619102,PathwayToPathway,R-HSA-9036092,Is parent of
R-HSA-5619115,PathwayToPathway,R-HSA-5619084,Is parent of
R-HSA-5619115,PathwayToPathway,R-HSA-5619102,Is parent of
R-HSA-5619507,PathwayToPathway,R-HSA-5617472,Is parent of
R-HSA-5620920,PathwayToPathway,R-HSA-5620916,Is parent of
R-HSA-5620920,PathwayToPathway,R-HSA-5620922,Is parent of
R-HSA-5620920,PathwayToPathway,R-HSA-5624138,Is parent of
R-HSA-5620920,PathwayToPathway,R-HSA-5624958,Is parent of
R-HSA-5621481,PathwayToPathway,R-HSA-5607764,Is parent of
R-HSA-5621481,PathwayToPathway,R-HSA-5621480,Is parent of
R-HSA-5621481,PathwayToPathway,R-HSA-5621575,Is parent of
R-HSA-5625740,PathwayToPathway,R-HSA-5625886,Is parent of
R-HSA-5632684,PathwayToPathway,R-HSA-5632681,Is parent of
R-HSA-5632684,PathwayToPathway,R-HSA-5635838,Is parent of
R-HSA-5632684,PathwayToPathway,R-HSA-5635851,Is parent of
R-HSA-5633007,PathwayToPathway,R-HSA-6804756,Is parent of
R-HSA-5633007,PathwayToPathway,R-HSA-6804758,Is parent of
R-HSA-5633007,PathwayToPathway,R-HSA-6804759,Is parent of
R-HSA-5633007,PathwayToPathway,R-HSA-6804760,Is parent of
R-HSA-5633007,PathwayToPathway,R-HSA-6806003,Is parent of
R-HSA-5633008,PathwayToPathway,R-HSA-6803204,Is parent of
R-HSA-5633008,PathwayToPathway,R-HSA-6803205,Is parent of
R-HSA-5633008,PathwayToPathway,R-HSA-6803207,Is parent of
R-HSA-5633008,PathwayToPathway,R-HSA-6803211,Is parent of
R-HSA-5637812,PathwayToPathway,R-HSA-5637810,Is parent of
R-HSA-5637815,PathwayToPathway,R-HSA-1236382,Is parent of
R-HSA-5638302,PathwayToPathway,R-HSA-5638303,Is parent of
R-HSA-5652084,PathwayToPathway,R-HSA-5652227,Is parent of
R-HSA-5652084,PathwayToPathway,R-HSA-70350,Is parent of
R-HSA-5653656,PathwayToPathway,R-HSA-199991,Is parent of
R-HSA-5653656,PathwayToPathway,R-HSA-2173782,Is parent of
R-HSA-5654687,PathwayToPathway,R-HSA-5654219,Is parent of
R-HSA-5654687,PathwayToPathway,R-HSA-5654688,Is parent of
R-HSA-5654687,PathwayToPathway,R-HSA-5654689,Is parent of
R-HSA-5654687,PathwayToPathway,R-HSA-5654693,Is parent of
R-HSA-5654696,PathwayToPathway,R-HSA-5654221,Is parent of
R-HSA-5654696,PathwayToPathway,R-HSA-5654695,Is parent of
R-HSA-5654696,PathwayToPathway,R-HSA-5654699,Is parent of
R-HSA-5654696,PathwayToPathway,R-HSA-5654700,Is parent of
R-HSA-5654708,PathwayToPathway,R-HSA-5654227,Is parent of
R-HSA-5654708,PathwayToPathway,R-HSA-5654704,Is parent of
R-HSA-5654708,PathwayToPathway,R-HSA-5654706,Is parent of
R-HSA-5654708,PathwayToPathway,R-HSA-5654710,Is parent of
R-HSA-5654716,PathwayToPathway,R-HSA-5654228,Is parent of
R-HSA-5654716,PathwayToPathway,R-HSA-5654712,Is parent of
R-HSA-5654716,PathwayToPathway,R-HSA-5654719,Is parent of
R-HSA-5654716,PathwayToPathway,R-HSA-5654720,Is parent of
R-HSA-5654726,PathwayToPathway,R-HSA-1295596,Is parent of
R-HSA-5654727,PathwayToPathway,R-HSA-1295596,Is parent of
R-HSA-5654732,PathwayToPathway,R-HSA-1295596,Is parent of
R-HSA-5654733,PathwayToPathway,R-HSA-1295596,Is parent of
R-HSA-5654736,PathwayToPathway,R-HSA-190242,Is parent of
R-HSA-5654736,PathwayToPathway,R-HSA-5654687,Is parent of
R-HSA-5654736,PathwayToPathway,R-HSA-5654726,Is parent of
