PathwayId:ID(Pathway),PathwayName,:LABEL
R-HSA-8964038,LDL clearance,Pathway
R-HSA-8964041,LDL remodeling,Pathway
R-HSA-5682910,LGI-ADAM interactions,Pathway
R-HSA-5340573,LGK974 inhibits PORCN,Pathway
R-HSA-3134973,LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Pathway
R-HSA-9664535,LTC4-CYSLTR mediated IL4 production,Pathway
R-HSA-5653890,Lactose synthesis,Pathway
R-HSA-69186,Lagging Strand Synthesis,Pathway
R-HSA-3000157,Laminin interactions,Pathway
R-HSA-162599,Late Phase of HIV Life Cycle,Pathway
R-HSA-9772573,Late SARS-CoV-2 Infection Events,Pathway
R-HSA-9615710,Late endosomal microautophagy,Pathway
R-HSA-1222499,Latent infection - Other responses of Mtb to phagocytosis,Pathway
R-HSA-69109,Leading Strand Synthesis,Pathway
R-HSA-166662,Lectin pathway of complement activation,Pathway
R-HSA-9658195,Leishmania infection,Pathway
R-HSA-9664433,Leishmania parasite growth and survival,Pathway
R-HSA-9664417,Leishmania phagocytosis,Pathway
R-HSA-391906,Leukotriene receptors,Pathway
R-HSA-9037629,Lewis blood group biosynthesis,Pathway
R-HSA-5632681,Ligand-receptor interactions,Pathway
R-HSA-2046105,Linoleic acid (LA) metabolism,Pathway
R-HSA-8964572,Lipid particle organization,Pathway
R-HSA-9613354,Lipophagy,Pathway
R-HSA-8876384,Listeria monocytogenes entry into host cells,Pathway
R-HSA-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions,Pathway
R-HSA-9620244,Long-term potentiation,Pathway
R-HSA-2644607,Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling,Pathway
R-HSA-3304349,Loss of Function of SMAD2/3 in Cancer,Pathway
R-HSA-3304347,Loss of Function of SMAD4 in Cancer,Pathway
R-HSA-3656534,Loss of Function of TGFBR1 in Cancer,Pathway
R-HSA-3642278,Loss of Function of TGFBR2 in Cancer,Pathway
R-HSA-9723907,Loss of Function of TP53 in Cancer,Pathway
R-HSA-9022534,Loss of MECP2 binding ability to 5hmC-DNA,Pathway
R-HSA-9022538,Loss of MECP2 binding ability to 5mC-DNA,Pathway
R-HSA-9022537,Loss of MECP2 binding ability to the NCoR/SMRT complex,Pathway
R-HSA-380259,Loss of Nlp from mitotic centrosomes,Pathway
R-HSA-9005891,Loss of function of MECP2 in Rett syndrome,Pathway
R-HSA-9723905,Loss of function of TP53 in cancer due to loss of tetramerization ability,Pathway
R-HSA-9022535,Loss of phosphorylation of MECP2 at T308,Pathway
R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,Pathway
R-HSA-71064,Lysine catabolism,Pathway
R-HSA-8853383,Lysosomal oligosaccharide catabolism,Pathway
R-HSA-432720,Lysosome Vesicle Biogenesis,Pathway
R-HSA-419408,Lysosphingolipid and LPA receptors,Pathway
R-HSA-68886,M Phase,Pathway
R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,Pathway
R-HSA-450294,MAP kinase activation,Pathway
R-HSA-5674135,MAP2K and MAPK activation,Pathway
R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,Pathway
R-HSA-5683057,MAPK family signaling cascades,Pathway
R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,Pathway
R-HSA-112411,MAPK1 (ERK2) activation,Pathway
R-HSA-5684996,MAPK1/MAPK3 signaling,Pathway
R-HSA-110056,MAPK3 (ERK1) activation,Pathway
R-HSA-5687128,MAPK6/MAPK4 signaling,Pathway
R-HSA-2465910,MASTL Facilitates Mitotic Progression,Pathway
R-HSA-9851151,MDK and PTN in ALK signaling,Pathway
R-HSA-9022699,MECP2 regulates neuronal receptors and channels,Pathway
R-HSA-9022707,MECP2 regulates transcription factors,Pathway
R-HSA-9022927,MECP2 regulates transcription of genes involved in GABA signaling,Pathway
R-HSA-9022702,MECP2 regulates transcription of neuronal ligands,Pathway
R-HSA-6806942,MET Receptor Activation,Pathway
R-HSA-8851907,MET activates PI3K/AKT signaling,Pathway
R-HSA-8874081,MET activates PTK2 signaling,Pathway
R-HSA-8865999,MET activates PTPN11,Pathway
R-HSA-8875555,MET activates RAP1 and RAC1,Pathway
R-HSA-8851805,MET activates RAS signaling,Pathway
R-HSA-8875791,MET activates STAT3,Pathway
R-HSA-8875513,MET interacts with TNS proteins,Pathway
R-HSA-8875878,MET promotes cell motility,Pathway
R-HSA-8875656,MET receptor recycling,Pathway
R-HSA-5657655,MGMT-mediated DNA damage reversal,Pathway
R-HSA-2132295,MHC class II antigen presentation,Pathway
R-HSA-9856651,MITF-M-dependent gene expression,Pathway
R-HSA-9730414,MITF-M-regulated melanocyte development,Pathway
R-HSA-2206302,MPS I - Hurler syndrome,Pathway
R-HSA-2206296,MPS II - Hunter syndrome,Pathway
R-HSA-2206307,MPS IIIA - Sanfilippo syndrome A,Pathway
R-HSA-2206282,MPS IIIB - Sanfilippo syndrome B,Pathway
R-HSA-2206291,MPS IIIC - Sanfilippo syndrome C,Pathway
R-HSA-2206305,MPS IIID - Sanfilippo syndrome D,Pathway
R-HSA-2206290,MPS IV - Morquio syndrome A,Pathway
R-HSA-2206308,MPS IV - Morquio syndrome B,Pathway
R-HSA-2206280,MPS IX - Natowicz syndrome,Pathway
R-HSA-2206285,MPS VI - Maroteaux-Lamy syndrome,Pathway
R-HSA-2206292,MPS VII - Sly syndrome,Pathway
R-HSA-5660489,MTF1 activates gene expression,Pathway
R-HSA-165159,MTOR signalling,Pathway
R-HSA-1632852,Macroautophagy,Pathway
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,Pathway
R-HSA-9856872,Malate-aspartate shuttle,Pathway
R-HSA-9636667,Manipulation of host energy metabolism,Pathway
R-HSA-9669924,Masitinib-resistant KIT mutants,Pathway
R-HSA-9816359,Maternal to zygotic transition (MZT),Pathway
R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,Pathway
R-HSA-9828806,Maturation of hRSV A proteins,Pathway
R-HSA-9683610,Maturation of nucleoprotein,Pathway
R-HSA-9694631,Maturation of nucleoprotein,Pathway
R-HSA-9683673,Maturation of protein 3a,Pathway
R-HSA-9694719,Maturation of protein 3a,Pathway
R-HSA-9683683,Maturation of protein E,Pathway
R-HSA-9694493,Maturation of protein E,Pathway
R-HSA-9683612,Maturation of protein M,Pathway
R-HSA-9694594,Maturation of protein M,Pathway
R-HSA-9684325,Maturation of replicase proteins,Pathway
R-HSA-9694301,Maturation of replicase proteins,Pathway
R-HSA-9683686,Maturation of spike protein,Pathway
R-HSA-9694548,Maturation of spike protein,Pathway
R-HSA-1500620,Meiosis,Pathway
R-HSA-912446,Meiotic recombination,Pathway
R-HSA-1221632,Meiotic synapsis,Pathway
R-HSA-5662702,Melanin biosynthesis,Pathway
R-HSA-199991,Membrane Trafficking,Pathway
R-HSA-174490,Membrane binding and targetting of GAG proteins,Pathway
R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,Pathway
R-HSA-1430728,Metabolism,Pathway
R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,Pathway
R-HSA-8953854,Metabolism of RNA,Pathway
R-HSA-209776,Metabolism of amine-derived hormones,Pathway
R-HSA-71291,Metabolism of amino acids and derivatives,Pathway
R-HSA-71387,Metabolism of carbohydrates,Pathway
R-HSA-8978934,Metabolism of cofactors,Pathway
R-HSA-6806667,Metabolism of fat-soluble vitamins,Pathway
R-HSA-196757,Metabolism of folate and pterines,Pathway
R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,Pathway
R-HSA-5263617,Metabolism of ingested MeSeO2H into MeSeH,Pathway
R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",Pathway
R-HSA-556833,Metabolism of lipids,Pathway
R-HSA-202131,Metabolism of nitric oxide: NOS3 activation and regulation,Pathway
R-HSA-194441,Metabolism of non-coding RNA,Pathway
R-HSA-15869,Metabolism of nucleotides,Pathway
R-HSA-351202,Metabolism of polyamines,Pathway
R-HSA-189445,Metabolism of porphyrins,Pathway
R-HSA-392499,Metabolism of proteins,Pathway
R-HSA-380612,Metabolism of serotonin,Pathway
R-HSA-196071,Metabolism of steroid hormones,Pathway
R-HSA-8957322,Metabolism of steroids,Pathway
R-HSA-6806664,Metabolism of vitamin K,Pathway
R-HSA-196854,Metabolism of vitamins and cofactors,Pathway
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,Pathway
R-HSA-425410,Metal ion SLC transporters,Pathway
R-HSA-6799990,Metal sequestration by antimicrobial proteins,Pathway
R-HSA-5689901,Metalloprotease DUBs,Pathway
R-HSA-5661231,Metallothioneins bind metals,Pathway
R-HSA-1237112,Methionine salvage pathway,Pathway
R-HSA-156581,Methylation,Pathway
R-HSA-2408552,Methylation of MeSeH for excretion,Pathway
R-HSA-203927,MicroRNA (miRNA) biogenesis,Pathway
R-HSA-9686347,Microbial modulation of RIPK1-mediated regulated necrosis,Pathway
R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,Pathway
R-HSA-193993,Mineralocorticoid biosynthesis,Pathway
R-HSA-164516,Minus-strand DNA synthesis,Pathway
R-HSA-9715370,Miro GTPase Cycle,Pathway
R-HSA-211958,Miscellaneous substrates,Pathway
R-HSA-5223345,Miscellaneous transport and binding events,Pathway
R-HSA-5358508,Mismatch Repair,Pathway
R-HSA-5358606,Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Pathway
R-HSA-5358565,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Pathway
R-HSA-1369007,Mitochondrial ABC transporters,Pathway
R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,Pathway
R-HSA-9836573,Mitochondrial RNA degradation,Pathway
R-HSA-166187,Mitochondrial Uncoupling,Pathway
R-HSA-1592230,Mitochondrial biogenesis,Pathway
R-HSA-8949215,Mitochondrial calcium ion transport,Pathway
R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis,Pathway
R-HSA-9837999,Mitochondrial protein degradation,Pathway
R-HSA-1268020,Mitochondrial protein import,Pathway
R-HSA-379726,Mitochondrial tRNA aminoacylation,Pathway
R-HSA-163282,Mitochondrial transcription initiation,Pathway
R-HSA-163316,Mitochondrial transcription termination,Pathway
R-HSA-5368287,Mitochondrial translation,Pathway
R-HSA-5389840,Mitochondrial translation elongation,Pathway
R-HSA-5368286,Mitochondrial translation initiation,Pathway
R-HSA-5419276,Mitochondrial translation termination,Pathway
R-HSA-5205647,Mitophagy,Pathway
R-HSA-68882,Mitotic Anaphase,Pathway
R-HSA-453279,Mitotic G1 phase and G1/S transition,Pathway
R-HSA-453274,Mitotic G2-G2/M phases,Pathway
R-HSA-2555396,Mitotic Metaphase and Anaphase,Pathway
R-HSA-68881,Mitotic Metaphase/Anaphase Transition,Pathway
R-HSA-68877,Mitotic Prometaphase,Pathway
R-HSA-68875,Mitotic Prophase,Pathway
R-HSA-69618,Mitotic Spindle Checkpoint,Pathway
R-HSA-68884,Mitotic Telophase/Cytokinesis,Pathway
R-HSA-9637628,Modulation by Mtb of host immune system,Pathway
R-HSA-2129379,Molecules associated with elastic fibres,Pathway
R-HSA-947581,Molybdenum cofactor biosynthesis,Pathway
R-HSA-1222449,Mtb iron assimilation by chelation,Pathway
R-HSA-2206281,Mucopolysaccharidoses,Pathway
R-HSA-427601,Multifunctional anion exchangers,Pathway
R-HSA-390648,Muscarinic acetylcholine receptors,Pathway
R-HSA-397014,Muscle contraction,Pathway
R-HSA-975871,MyD88 cascade initiated on plasma membrane,Pathway
R-HSA-5602498,MyD88 deficiency (TLR2/4),Pathway
R-HSA-5602680,MyD88 deficiency (TLR5),Pathway
R-HSA-975155,MyD88 dependent cascade initiated on endosome,Pathway
R-HSA-166166,MyD88-independent TLR4 cascade ,Pathway
R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Pathway
R-HSA-3785653,Myoclonic epilepsy of Lafora,Pathway
R-HSA-525793,Myogenesis,Pathway
R-HSA-975577,N-Glycan antennae elongation,Pathway
R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,Pathway
R-HSA-964739,N-glycan trimming and elongation in the cis-Golgi,Pathway
R-HSA-532668,N-glycan trimming in the ER and Calnexin/Calreticulin cycle,Pathway
R-HSA-205025,NADE modulates death signalling,Pathway
R-HSA-389542,NADPH regeneration,Pathway
R-HSA-375165,NCAM signaling for neurite out-growth,Pathway
R-HSA-419037,NCAM1 interactions,Pathway
R-HSA-9636003,NEIL3-mediated resolution of ICLs,Pathway
R-HSA-168333,NEP/NS2 Interacts with the Cellular Export Machinery,Pathway
R-HSA-933543,NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,Pathway
R-HSA-209560,NF-kB is activated and signals survival,Pathway
R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,Pathway
R-HSA-9818035,NFE2L2 regulating ER-stress associated genes,Pathway
R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,Pathway
R-HSA-9818025,NFE2L2 regulating TCA cycle genes,Pathway
R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,Pathway
R-HSA-9818026,NFE2L2 regulating inflammation associated genes,Pathway
R-HSA-9818030,NFE2L2 regulating tumorigenic genes,Pathway
R-HSA-205017,NFG and proNGF binds to p75NTR,Pathway
R-HSA-167060,NGF processing,Pathway
R-HSA-187024,NGF-independant TRKA activation,Pathway
R-HSA-9031628,NGF-stimulated transcription,Pathway
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,Pathway
R-HSA-168638,NOD1/2 Signaling Pathway,Pathway
R-HSA-203754,NOSIP mediated eNOS trafficking,Pathway
R-HSA-203641,NOSTRIN mediated eNOS trafficking,Pathway
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,Pathway
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,Pathway
R-HSA-2197563,NOTCH2 intracellular domain regulates transcription,Pathway
R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,Pathway
R-HSA-9013508,NOTCH3 Intracellular Domain Regulates Transcription,Pathway
R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus,Pathway
R-HSA-9013695,NOTCH4 Intracellular Domain Regulates Transcription,Pathway
R-HSA-9768919,NPAS4 regulates expression of target genes,Pathway
R-HSA-1368071,NR1D1 (REV-ERBA) represses gene expression,Pathway
R-HSA-9632974,NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,Pathway
R-HSA-9029558,NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,Pathway
R-HSA-9031528,NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,Pathway
R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,Pathway
R-HSA-9031525,NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,Pathway
R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,Pathway
R-HSA-9029569,NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,Pathway
R-HSA-193648,NRAGE signals death through JNK,Pathway
R-HSA-205043,NRIF signals cell death from the nucleus,Pathway
R-HSA-168276,NS1 Mediated Effects on Host Pathways,Pathway
R-HSA-9025046,NTF3 activates NTRK2 (TRKB) signaling,Pathway
R-HSA-9034013,NTF3 activates NTRK3 signaling,Pathway
R-HSA-9026357,NTF4 activates NTRK2 (TRKB) signaling,Pathway
R-HSA-9032759,NTRK2 activates RAC1,Pathway
R-HSA-9603505,NTRK3 as a dependence receptor,Pathway
R-HSA-9717301,NVP-TAE684-resistant ALK mutants,Pathway
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,Pathway
R-HSA-420597,Nectin/Necl  trans heterodimerization,Pathway
R-HSA-8951664,Neddylation,Pathway
R-HSA-167590,Nef Mediated CD4 Down-regulation,Pathway
R-HSA-182218,Nef Mediated CD8 Down-regulation,Pathway
R-HSA-164944,Nef and signal transduction,Pathway
R-HSA-164939,Nef mediated downregulation of CD28 cell surface expression,Pathway
R-HSA-164940,Nef mediated downregulation of MHC class I complex cell surface expression,Pathway
R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Pathway
R-HSA-5250941,Negative epigenetic regulation of rRNA expression,Pathway
R-HSA-5674499,Negative feedback regulation of MAPK pathway,Pathway
R-HSA-5654726,Negative regulation of FGFR1 signaling,Pathway
R-HSA-5654727,Negative regulation of FGFR2 signaling,Pathway
R-HSA-5654732,Negative regulation of FGFR3 signaling,Pathway
R-HSA-5654733,Negative regulation of FGFR4 signaling,Pathway
R-HSA-9706369,Negative regulation of FLT3,Pathway
R-HSA-5675221,Negative regulation of MAPK pathway,Pathway
R-HSA-6807004,Negative regulation of MET activity,Pathway
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,Pathway
R-HSA-9604323,Negative regulation of NOTCH4 signaling,Pathway
R-HSA-5368598,Negative regulation of TCF-dependent signaling by DVL-interacting proteins,Pathway
R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Pathway
R-HSA-8866904,Negative regulation of activity of TFAP2 (AP-2) family transcription factors,Pathway
R-HSA-199418,Negative regulation of the PI3K/AKT network,Pathway
R-HSA-936440,Negative regulators of DDX58/IFIH1 signaling,Pathway
R-HSA-373753,Nephrin family interactions,Pathway
R-HSA-9831926,Nephron development,Pathway
R-HSA-9675108,Nervous system development,Pathway
R-HSA-418886,Netrin mediated repulsion signals,Pathway
R-HSA-373752,Netrin-1 signaling,Pathway
R-HSA-6794361,Neurexins and neuroligins,Pathway
R-HSA-8863678,Neurodegenerative Diseases,Pathway
R-HSA-447043,Neurofascin interactions,Pathway
R-HSA-112316,Neuronal System,Pathway
R-HSA-194306,Neurophilin interactions with VEGF and VEGFR,Pathway
R-HSA-168799,Neurotoxicity of clostridium toxins,Pathway
R-HSA-112311,Neurotransmitter clearance,Pathway
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,Pathway
R-HSA-112310,Neurotransmitter release cycle,Pathway
R-HSA-112313,Neurotransmitter uptake and metabolism In glial cells,Pathway
R-HSA-6798695,Neutrophil degranulation,Pathway
R-HSA-197264,Nicotinamide salvaging,Pathway
R-HSA-196807,Nicotinate metabolism,Pathway
R-HSA-9669926,Nilotinib-resistant KIT mutants,Pathway
R-HSA-392154,Nitric oxide stimulates guanylate cyclase,Pathway
R-HSA-427413,NoRC negatively regulates rRNA expression,Pathway
R-HSA-3000171,Non-integrin membrane-ECM interactions,Pathway
R-HSA-9017802,Noncanonical activation of NOTCH3,Pathway
R-HSA-5693571,Nonhomologous End-Joining (NHEJ),Pathway
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Pathway
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),Pathway
R-HSA-927802,Nonsense-Mediated Decay (NMD),Pathway
R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,Pathway
R-HSA-350054,Notch-HLH transcription pathway,Pathway
R-HSA-447038,NrCAM interactions,Pathway
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,Pathway
R-HSA-2980766,Nuclear Envelope Breakdown,Pathway
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),Pathway
R-HSA-3301854,Nuclear Pore Complex (NPC) Disassembly,Pathway
R-HSA-383280,Nuclear Receptor transcription pathway,Pathway
R-HSA-9759194,Nuclear events mediated by NFE2L2,Pathway
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,Pathway
R-HSA-180746,Nuclear import of Rev protein,Pathway
R-HSA-1251985,Nuclear signaling by ERBB4,Pathway
R-HSA-774815,Nucleosome assembly,Pathway
R-HSA-5696398,Nucleotide Excision Repair,Pathway
R-HSA-8956320,Nucleotide biosynthesis,Pathway
R-HSA-8956319,Nucleotide catabolism,Pathway
R-HSA-9735786,Nucleotide catabolism defects,Pathway
R-HSA-8956321,Nucleotide salvage,Pathway
R-HSA-9734207,Nucleotide salvage defects,Pathway
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",Pathway
R-HSA-418038,Nucleotide-like (purinergic) receptors,Pathway
R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,Pathway
R-HSA-5173105,O-linked glycosylation,Pathway
R-HSA-913709,O-linked glycosylation of mucins,Pathway
R-HSA-1480926,O2/CO2 exchange in erythrocytes,Pathway
R-HSA-9858328,OADH complex synthesizes glutaryl-CoA from 2-OA,Pathway
R-HSA-8983711,OAS antiviral response,Pathway
R-HSA-9853506,OGDH complex synthesizes succinyl-CoA from 2-OG,Pathway
R-HSA-9673163,Oleoyl-phe metabolism,Pathway
R-HSA-381753,Olfactory Signaling Pathway,Pathway
R-HSA-190704,Oligomerization of connexins into connexons,Pathway
R-HSA-2559585,Oncogene Induced Senescence,Pathway
R-HSA-6802957,Oncogenic MAPK signaling,Pathway
R-HSA-111885,Opioid Signalling,Pathway
R-HSA-419771,Opsins,Pathway
R-HSA-68949,Orc1 removal from chromatin,Pathway
R-HSA-389397,Orexin and neuropeptides FF and QRFP bind to their respective receptors,Pathway
R-HSA-1852241,Organelle biogenesis and maintenance,Pathway
R-HSA-561048,Organic anion transport,Pathway
R-HSA-428643,Organic anion transporters,Pathway
R-HSA-549127,Organic cation transport,Pathway
R-HSA-549132,Organic cation/anion/zwitterion transport,Pathway
R-HSA-449836,Other interleukin signaling,Pathway
R-HSA-416700,Other semaphorin interactions,Pathway
R-HSA-5689896,Ovarian tumor domain proteases,Pathway
R-HSA-2559580,Oxidative Stress Induced Senescence,Pathway
R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Pathway
R-HSA-417957,P2Y receptors,Pathway
R-HSA-141334,PAOs oxidise polyamines to amines,Pathway
R-HSA-5651801,PCNA-Dependent Long Patch Base Excision Repair,Pathway
R-HSA-4086400,PCP/CE pathway,Pathway
R-HSA-389948,PD-1 signaling,Pathway
R-HSA-165160,PDE3B signalling,Pathway
R-HSA-9674428,PDGFR mutants bind TKIs,Pathway
R-HSA-9861559,PDH complex synthesizes acetyl-CoA from PYR,Pathway
R-HSA-210990,PECAM1 interactions,Pathway
R-HSA-381042,PERK regulates gene expression,Pathway
R-HSA-1483255,PI Metabolism,Pathway
R-HSA-1483196,PI and PC transport between ER and Golgi membranes,Pathway
R-HSA-5654689,PI-3K cascade:FGFR1,Pathway
R-HSA-5654695,PI-3K cascade:FGFR2,Pathway
R-HSA-5654710,PI-3K cascade:FGFR3,Pathway
R-HSA-5654720,PI-3K cascade:FGFR4,Pathway
R-HSA-109704,PI3K Cascade,Pathway
R-HSA-1963642,PI3K events in ERBB2 signaling,Pathway
R-HSA-1250342,PI3K events in ERBB4 signaling,Pathway
R-HSA-2219528,PI3K/AKT Signaling in Cancer,Pathway
R-HSA-198203,PI3K/AKT activation,Pathway
R-HSA-6811555,PI5P Regulates TP53 Acetylation,Pathway
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Pathway
R-HSA-5205685,PINK1-PRKN Mediated Mitophagy,Pathway
R-HSA-1257604,PIP3 activates AKT signaling,Pathway
R-HSA-1660510,PIPs transport between Golgi and plasma membranes,Pathway
R-HSA-1660502,PIPs transport between early and late endosome membranes,Pathway
R-HSA-1660537,PIPs transport between early endosome and Golgi membranes,Pathway
R-HSA-1660508,PIPs transport between late endosome and Golgi membranes,Pathway
R-HSA-1660524,PIPs transport between plasma and early endosome membranes,Pathway
R-HSA-5601884,PIWI-interacting RNA (piRNA) biogenesis,Pathway
R-HSA-163615,PKA activation,Pathway
R-HSA-164378,PKA activation in glucagon signalling,Pathway
R-HSA-111931,PKA-mediated phosphorylation of CREB,Pathway
R-HSA-163358,PKA-mediated phosphorylation of key metabolic factors,Pathway
R-HSA-109703,PKB-mediated events,Pathway
R-HSA-3214841,PKMTs methylate histone lysines,Pathway
R-HSA-9833482,PKR-mediated signaling,Pathway
R-HSA-112043,PLC beta mediated events,Pathway
R-HSA-167021,PLC-gamma1 signalling,Pathway
R-HSA-1251932,PLCG1 events in ERBB2 signaling,Pathway
R-HSA-110362,POLB-Dependent Long Patch Base Excision Repair,Pathway
R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",Pathway
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",Pathway
R-HSA-163767,PP2A-mediated dephosphorylation of key metabolic factors,Pathway
R-HSA-1989781,PPARA activates gene expression,Pathway
R-HSA-212300,PRC2 methylates histones and DNA,Pathway
R-HSA-5674404,PTEN Loss of Function in Cancer,Pathway
R-HSA-6807070,PTEN Regulation,Pathway
R-HSA-8849474,PTK6 Activates STAT3,Pathway
R-HSA-8849472,PTK6 Down-Regulation,Pathway
R-HSA-8849473,PTK6 Expression,Pathway
R-HSA-8849470,PTK6 Regulates Cell Cycle,Pathway
R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,Pathway
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",Pathway
R-HSA-8849469,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,Pathway
R-HSA-8857538,PTK6 promotes HIF1A stabilization,Pathway
R-HSA-171306,Packaging Of Telomere Ends,Pathway
R-HSA-168303,Packaging of Eight RNA Segments,Pathway
R-HSA-9753281,Paracetamol ADME,Pathway
R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,Pathway
R-HSA-9664407,Parasite infection,Pathway
R-HSA-9824443,Parasitic Infection Pathways,Pathway
R-HSA-432047,Passive transport by Aquaporins,Pathway
R-HSA-167290,Pausing and recovery of HIV elongation,Pathway
R-HSA-167238,Pausing and recovery of Tat-mediated HIV elongation,Pathway
R-HSA-71336,Pentose phosphate pathway,Pathway
R-HSA-6791465,Pentose phosphate pathway disease,Pathway
R-HSA-156902,Peptide chain elongation,Pathway
R-HSA-209952,Peptide hormone biosynthesis,Pathway
R-HSA-2980736,Peptide hormone metabolism,Pathway
R-HSA-375276,Peptide ligand-binding receptors,Pathway
R-HSA-390918,Peroxisomal lipid metabolism,Pathway
R-HSA-9033241,Peroxisomal protein import,Pathway
R-HSA-9005895,Pervasive developmental disorders,Pathway
R-HSA-9664873,Pexophagy,Pathway
R-HSA-9637698,Phagocyte cell death caused by cytosolic Mtb,Pathway
R-HSA-5576892,Phase 0 - rapid depolarisation,Pathway
R-HSA-5576894,Phase 1 - inactivation of fast Na+ channels,Pathway
R-HSA-5576893,Phase 2 - plateau phase,Pathway
R-HSA-5576890,Phase 3 - rapid repolarisation,Pathway
R-HSA-5576886,Phase 4 - resting membrane potential,Pathway
R-HSA-211945,Phase I - Functionalization of compounds,Pathway
R-HSA-156580,Phase II - Conjugation of compounds,Pathway
R-HSA-8963691,Phenylalanine and tyrosine metabolism,Pathway
R-HSA-8964208,Phenylalanine metabolism,Pathway
R-HSA-2160456,Phenylketonuria,Pathway
R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,Pathway
R-HSA-2393930,Phosphate bond hydrolysis by NUDT proteins,Pathway
R-HSA-5654219,Phospholipase C-mediated cascade: FGFR1,Pathway
R-HSA-5654221,Phospholipase C-mediated cascade; FGFR2,Pathway
R-HSA-5654227,Phospholipase C-mediated cascade; FGFR3,Pathway
R-HSA-5654228,Phospholipase C-mediated cascade; FGFR4,Pathway
R-HSA-1483257,Phospholipid metabolism,Pathway
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,Pathway
R-HSA-176417,Phosphorylation of Emi1,Pathway
