DrugId:START_ID(Drug),Relation:TYPE,DiseaseId:END_ID(Disease),RelationName
DB14539,DrugToDisease,C0521707,Contraindication
DB14539,DrugToDisease,C0017601,Contraindication
DB14539,DrugToDisease,C0015404,Contraindication
DB14539,DrugToDisease,C0015403,Contraindication
DB14539,DrugToDisease,C0040147,Indication
DB14539,DrugToDisease,C0027726,Indication
DB14539,DrugToDisease,C1761609,Indication
DB14539,DrugToDisease,C0729587,Indication
DB14539,DrugToDisease,C0018794,Contraindication
DB14539,DrugToDisease,C0035439,Indication
DB14539,DrugToDisease,C0003872,Indication
DB14539,DrugToDisease,C0151467,Indication
DB14539,DrugToDisease,C0085633,Contraindication
DB14539,DrugToDisease,C0038013,Indication
DB14539,DrugToDisease,C0020456,Contraindication
DB14539,DrugToDisease,C0030920,Contraindication
DB14539,DrugToDisease,C0684256,Contraindication
DB14539,DrugToDisease,C0019348,Contraindication
DB14539,DrugToDisease,C0014742,Indication
DB14539,DrugToDisease,C0023449,Indication
DB14539,DrugToDisease,C0033774,Off-label use
DB14539,DrugToDisease,C0006444,Indication
DB14539,DrugToDisease,C0015230,Indication
DB14539,DrugToDisease,C0005138,Indication
DB14539,DrugToDisease,C0009450,Contraindication
DB14539,DrugToDisease,C2732622,Contraindication
DB14539,DrugToDisease,C0149922,Off-label use
DB14539,DrugToDisease,C0011608,Indication
DB14539,DrugToDisease,C0019112,Indication
DB14539,DrugToDisease,C0039520,Indication
DB14539,DrugToDisease,C0033777,Off-label use
DB14539,DrugToDisease,C0019829,Indication
DB14539,DrugToDisease,C0271183,Contraindication
DB14539,DrugToDisease,C0023895,Contraindication
DB14539,DrugToDisease,C0002880,Indication
DB14539,DrugToDisease,C0033860,Indication
DB14539,DrugToDisease,C0085096,Contraindication
DB14539,DrugToDisease,C0019357,Contraindication
DB14539,DrugToDisease,C2894027,Indication
DB14539,DrugToDisease,C0003868,Indication
DB14539,DrugToDisease,C0040896,Indication
DB14539,DrugToDisease,C0022658,Contraindication
DB14539,DrugToDisease,C0011616,Indication
DB14539,DrugToDisease,C2607914,Indication
DB14539,DrugToDisease,C0004364,Indication
DB14539,DrugToDisease,C0345468,Indication
DB14539,DrugToDisease,C0271278,Contraindication
DB14539,DrugToDisease,C0349774,Contraindication
DB14539,DrugToDisease,C0002994,Indication
DB14539,DrugToDisease,C0039503,Indication
DB14539,DrugToDisease,C0022568,Indication
DB14539,DrugToDisease,C0021390,Indication
DB14539,DrugToDisease,C0010346,Indication
DB14539,DrugToDisease,C0405580,Indication
DB14539,DrugToDisease,C0854211,Indication
DB14539,DrugToDisease,C0039103,Indication
DB14539,DrugToDisease,C0004096,Indication
DB14539,DrugToDisease,C0014868,Contraindication
DB14539,DrugToDisease,C0701163,Indication
DB14539,DrugToDisease,C0014544,Contraindication
DB14539,DrugToDisease,C0154301,Indication
DB14539,DrugToDisease,C0026769,Indication
DB14539,DrugToDisease,C1301518,Contraindication
DB14539,DrugToDisease,C0242459,Indication
DB14539,DrugToDisease,C0156185,Contraindication
DB14539,DrugToDisease,C0019357,Contraindication
DB14539,DrugToDisease,C0020538,Contraindication
DB14539,DrugToDisease,C0332798,Contraindication
DB14539,DrugToDisease,C0235063,Contraindication
DB14539,DrugToDisease,C0023890,Contraindication
DB14539,DrugToDisease,C0036974,Contraindication
DB14539,DrugToDisease,C0028840,Contraindication
DB14539,DrugToDisease,C0024305,Indication
DB14539,DrugToDisease,C0151785,Contraindication
DB14539,DrugToDisease,C0011606,Indication
DB14539,DrugToDisease,C0036202,Indication
DB14539,DrugToDisease,C0151514,Contraindication
DB14539,DrugToDisease,C0041322,Contraindication
DB14539,DrugToDisease,C0023052,Indication
DB02325,DrugToDisease,C0027498,Off-label use
DB14502,DrugToDisease,C0009806,Indication
DB01265,DrugToDisease,C0026848,Contraindication
DB01265,DrugToDisease,C2711227,Contraindication
DB01265,DrugToDisease,C0001125,Contraindication
DB01265,DrugToDisease,C0027121,Contraindication
DB01265,DrugToDisease,C0031117,Contraindication
DB01265,DrugToDisease,C0022658,Contraindication
DB01265,DrugToDisease,C0524909,Indication
DB09516,DrugToDisease,C0013595,Contraindication
DB09516,DrugToDisease,C0038814,Contraindication
DB09516,DrugToDisease,C0042900,Contraindication
DB06684,DrugToDisease,C1269683,Indication
DB06684,DrugToDisease,C0014544,Contraindication
DB06684,DrugToDisease,C0005779,Contraindication
DB06684,DrugToDisease,C0021141,Contraindication
DB06684,DrugToDisease,C0438696,Contraindication
DB06684,DrugToDisease,C0020625,Contraindication
DB06684,DrugToDisease,C0699828,Contraindication
DB06684,DrugToDisease,C0005586,Contraindication
DB06684,DrugToDisease,C0027849,Contraindication
DB04951,DrugToDisease,C1800706,Indication
DB04951,DrugToDisease,C0085605,Contraindication
DB04951,DrugToDisease,C1565489,Contraindication
DB04951,DrugToDisease,C0745744,Contraindication
DB04951,DrugToDisease,C0403464,Contraindication
DB06626,DrugToDisease,C0007134,Indication
DB05013,DrugToDisease,C0022602,Indication
DB08828,DrugToDisease,C0007117,Indication
DB08820,DrugToDisease,C0392164,Indication
DB08819,DrugToDisease,C0028840,Indication
DB08819,DrugToDisease,C0017612,Indication
DB04897,DrugToDisease,C0035220,Indication
DB08894,DrugToDisease,C1561828,Indication
DB09496,DrugToDisease,C0025218,Indication
DB06724,DrugToDisease,C0020598,Indication
DB06724,DrugToDisease,C0013395,Indication
DB09321,DrugToDisease,C0015230,Indication
DB09321,DrugToDisease,C0030578,Off-label use
DB09321,DrugToDisease,C0020538,Contraindication
DB09321,DrugToDisease,C0040262,Indication
DB09321,DrugToDisease,C0018995,Contraindication
DB09321,DrugToDisease,C0020501,Contraindication
DB09321,DrugToDisease,C1444173,Indication
DB09321,DrugToDisease,C1384589,Indication
DB09321,DrugToDisease,C0040252,Indication
DB09321,DrugToDisease,C0272053,Contraindication
DB09321,DrugToDisease,C0002895,Contraindication
DB09321,DrugToDisease,C0006846,Indication
DB09321,DrugToDisease,C1739363,Contraindication
DB09321,DrugToDisease,C0033774,Indication
DB09321,DrugToDisease,C0033775,Indication
DB09321,DrugToDisease,C0003467,Contraindication
DB09321,DrugToDisease,C0006434,Indication
DB09321,DrugToDisease,C0019112,Indication
DB09321,DrugToDisease,C0264886,Contraindication
DB09321,DrugToDisease,C0011974,Indication
DB09321,DrugToDisease,C0020550,Contraindication
DB09321,DrugToDisease,C0332798,Contraindication
DB09321,DrugToDisease,C0043250,Indication
DB09321,DrugToDisease,C0019202,Contraindication
DB09321,DrugToDisease,C0033246,Indication
DB09321,DrugToDisease,C0034886,Indication
DB09321,DrugToDisease,C1956346,Contraindication
DB09321,DrugToDisease,C0040259,Indication
DB09325,DrugToDisease,C1510471,Indication
DB09325,DrugToDisease,C0009806,Contraindication
DB09325,DrugToDisease,C0022650,Contraindication
DB09325,DrugToDisease,C0017574,Off-label use
DB09325,DrugToDisease,C0020437,Contraindication
DB09325,DrugToDisease,C0022658,Contraindication
DB09325,DrugToDisease,C0036202,Contraindication
DB09325,DrugToDisease,C0026618,Contraindication
DB09325,DrugToDisease,C0011175,Contraindication
DB09325,DrugToDisease,C0020502,Contraindication
DB09104,DrugToDisease,C0022650,Contraindication
DB09104,DrugToDisease,C0020598,Off-label use
DB09104,DrugToDisease,C0024623,Contraindication
DB09104,DrugToDisease,C0027662,Off-label use
DB09104,DrugToDisease,C0036202,Contraindication
DB09104,DrugToDisease,C0023895,Contraindication
DB09104,DrugToDisease,C0029458,Off-label use
DB09104,DrugToDisease,C0341677,Contraindication
DB09104,DrugToDisease,C0401151,Contraindication
DB09104,DrugToDisease,C0009806,Indication
DB09104,DrugToDisease,C0426639,Indication
DB09104,DrugToDisease,C0236124,Contraindication
DB09104,DrugToDisease,C0151714,Contraindication
DB09104,DrugToDisease,C0041909,Off-label use
DB09104,DrugToDisease,C0019112,Contraindication
DB09104,DrugToDisease,C0043515,Off-label use
DB09104,DrugToDisease,C0020437,Contraindication
DB09104,DrugToDisease,C0473223,Contraindication
DB09104,DrugToDisease,C0003615,Contraindication
DB09104,DrugToDisease,C0030920,Indication
DB09104,DrugToDisease,C0011991,Contraindication
DB09104,DrugToDisease,C0085682,Contraindication
DB09104,DrugToDisease,C0013295,Off-label use
DB09104,DrugToDisease,C0013395,Indication
DB09104,DrugToDisease,C0038358,Off-label use
DB09104,DrugToDisease,C0020502,Contraindication
DB09104,DrugToDisease,C0017168,Indication
DB09104,DrugToDisease,C0018834,Indication
DB09104,DrugToDisease,C0029456,Off-label use
DB09104,DrugToDisease,C0022658,Contraindication
DB09104,DrugToDisease,C0011175,Contraindication
DB09104,DrugToDisease,C0221013,Off-label use
DB09543,DrugToDisease,C0004604,Indication
DB09543,DrugToDisease,C0272053,Contraindication
DB09543,DrugToDisease,C0268000,Contraindication
DB09543,DrugToDisease,C0040156,Contraindication
DB09543,DrugToDisease,C0237938,Contraindication
DB09543,DrugToDisease,C0011849,Contraindication
DB09543,DrugToDisease,C0017181,Contraindication
DB09543,DrugToDisease,C0684275,Contraindication
DB09543,DrugToDisease,C0037274,Contraindication
DB09543,DrugToDisease,C0684256,Contraindication
DB09543,DrugToDisease,C0042880,Contraindication
DB09543,DrugToDisease,C0085605,Contraindication
DB09543,DrugToDisease,C0005779,Contraindication
DB09543,DrugToDisease,C0332798,Contraindication
DB09543,DrugToDisease,C0036974,Contraindication
DB09543,DrugToDisease,C3203356,Contraindication
DB09543,DrugToDisease,C0002871,Contraindication
DB09543,DrugToDisease,C0023895,Contraindication
DB09543,DrugToDisease,C0235063,Contraindication
DB09543,DrugToDisease,C0034155,Contraindication
DB09543,DrugToDisease,C0014544,Contraindication
DB09543,DrugToDisease,C0018794,Contraindication
DB09543,DrugToDisease,C0017168,Contraindication
DB09543,DrugToDisease,C0017152,Contraindication
DB09543,DrugToDisease,C0264886,Contraindication
DB09543,DrugToDisease,C0027430,Contraindication
DB09543,DrugToDisease,C0022658,Contraindication
DB09543,DrugToDisease,C0007222,Contraindication
DB00994,DrugToDisease,C0015403,Contraindication
DB00994,DrugToDisease,C0017612,Contraindication
DB00994,DrugToDisease,C0015404,Contraindication
DB00994,DrugToDisease,C0042029,Indication
DB00994,DrugToDisease,C1301518,Contraindication
DB00994,DrugToDisease,C0042571,Contraindication
DB00994,DrugToDisease,C0729545,Contraindication
DB00994,DrugToDisease,C0729535,Contraindication
DB00994,DrugToDisease,C0022658,Contraindication
DB00994,DrugToDisease,C0271278,Contraindication
DB00994,DrugToDisease,C0009768,Off-label use
DB00994,DrugToDisease,C0029878,Indication
DB00994,DrugToDisease,C0155461,Contraindication
DB00994,DrugToDisease,C0011849,Contraindication
DB00994,DrugToDisease,C0011175,Contraindication
DB00994,DrugToDisease,C0271183,Contraindication
DB00994,DrugToDisease,C0005743,Indication
DB00994,DrugToDisease,C0151971,Contraindication
DB00994,DrugToDisease,C0433445,Contraindication
DB00994,DrugToDisease,C0019348,Contraindication
DB00994,DrugToDisease,C0020598,Contraindication
DB00994,DrugToDisease,C0028840,Contraindication
DB00994,DrugToDisease,C0085096,Contraindication
DB00994,DrugToDisease,C0041322,Contraindication
DB00994,DrugToDisease,C0019151,Indication
DB00994,DrugToDisease,C0206504,Contraindication
DB00994,DrugToDisease,C0019147,Indication
DB00994,DrugToDisease,C0022570,Contraindication
DB00994,DrugToDisease,C0022568,Indication
DB00994,DrugToDisease,C0271454,Off-label use
DB00994,DrugToDisease,C0042164,Indication
DB00994,DrugToDisease,C0840564,Contraindication
DB00994,DrugToDisease,C0242422,Contraindication
DB00994,DrugToDisease,C0405580,Contraindication
DB00994,DrugToDisease,C0019357,Contraindication
DB00994,DrugToDisease,C0017409,Contraindication
DB00994,DrugToDisease,C0152874,Contraindication
DB00994,DrugToDisease,C0026896,Contraindication
DB00994,DrugToDisease,C0236124,Contraindication
DB00994,DrugToDisease,C0729587,Indication
DB00994,DrugToDisease,C0560619,Contraindication
DB00994,DrugToDisease,C0010032,Indication
DB00994,DrugToDisease,C0332798,Contraindication
DB00994,DrugToDisease,C0151514,Contraindication
DB00994,DrugToDisease,C0015407,Contraindication
DB00994,DrugToDisease,C0015405,Contraindication
DB00994,DrugToDisease,C0854211,Indication
DB00994,DrugToDisease,C0040264,Contraindication
DB00994,DrugToDisease,C0595916,Contraindication
DB06812,DrugToDisease,C0014544,Contraindication
DB06812,DrugToDisease,C0235063,Contraindication
DB06812,DrugToDisease,C0036974,Contraindication
DB06812,DrugToDisease,C0684256,Contraindication
DB06812,DrugToDisease,C0332798,Contraindication
DB06812,DrugToDisease,C0018794,Contraindication
DB06812,DrugToDisease,C0023895,Contraindication
DB06723,DrugToDisease,C0038358,Indication
DB06723,DrugToDisease,C0018834,Indication
DB06723,DrugToDisease,C0030920,Indication
DB06723,DrugToDisease,C0013395,Indication
DB06723,DrugToDisease,C0013295,Indication
DB06723,DrugToDisease,C0017168,Indication
DB09152,DrugToDisease,C0031190,Indication
DB09152,DrugToDisease,C0025637,Contraindication
DB09152,DrugToDisease,C0023212,Contraindication
DB09484,DrugToDisease,C0020437,Contraindication
DB09484,DrugToDisease,C0022658,Contraindication
DB09484,DrugToDisease,C0036202,Contraindication
DB09484,DrugToDisease,C0022650,Contraindication
DB09484,DrugToDisease,C0020502,Contraindication
DB09484,DrugToDisease,C0009806,Contraindication
DB09484,DrugToDisease,C0011175,Contraindication
DB09287,DrugToDisease,C3472181,Contraindication
DB11077,DrugToDisease,C3472181,Contraindication
DB11161,DrugToDisease,C3472181,Contraindication
DB11236,DrugToDisease,C3472181,Contraindication
DB09287,DrugToDisease,C0085679,Contraindication
DB11077,DrugToDisease,C0085679,Contraindication
DB11161,DrugToDisease,C0085679,Contraindication
DB11236,DrugToDisease,C0085679,Contraindication
DB09287,DrugToDisease,C0267387,Contraindication
DB11077,DrugToDisease,C0267387,Contraindication
DB11161,DrugToDisease,C0267387,Contraindication
DB11236,DrugToDisease,C0267387,Contraindication
DB09287,DrugToDisease,C1258215,Contraindication
DB11077,DrugToDisease,C1258215,Contraindication
DB11161,DrugToDisease,C1258215,Contraindication
DB11236,DrugToDisease,C1258215,Contraindication
DB09287,DrugToDisease,C0268734,Contraindication
DB11077,DrugToDisease,C0268734,Contraindication
DB11161,DrugToDisease,C0268734,Contraindication
DB11236,DrugToDisease,C0268734,Contraindication
DB09287,DrugToDisease,C2936781,Contraindication
DB11077,DrugToDisease,C2936781,Contraindication
DB11161,DrugToDisease,C2936781,Contraindication
DB11236,DrugToDisease,C2936781,Contraindication
DB09287,DrugToDisease,C0426639,Indication
DB11077,DrugToDisease,C0426639,Indication
DB11161,DrugToDisease,C0426639,Indication
DB11236,DrugToDisease,C0426639,Indication
DB09287,DrugToDisease,C0015732,Contraindication
DB11077,DrugToDisease,C0015732,Contraindication
DB11161,DrugToDisease,C0015732,Contraindication
DB11236,DrugToDisease,C0015732,Contraindication
DB09287,DrugToDisease,C0267440,Contraindication
DB11077,DrugToDisease,C0267440,Contraindication
DB11161,DrugToDisease,C0267440,Contraindication
DB11236,DrugToDisease,C0267440,Contraindication
DB09287,DrugToDisease,C0013238,Indication
DB11077,DrugToDisease,C0013238,Indication
DB11161,DrugToDisease,C0013238,Indication
DB11236,DrugToDisease,C0013238,Indication
DB09287,DrugToDisease,C0232597,Contraindication
DB11077,DrugToDisease,C0232597,Contraindication
DB11161,DrugToDisease,C0232597,Contraindication
DB11236,DrugToDisease,C0232597,Contraindication
DB09287,DrugToDisease,C0030446,Contraindication
DB11077,DrugToDisease,C0030446,Contraindication
DB11161,DrugToDisease,C0030446,Contraindication
DB11236,DrugToDisease,C0030446,Contraindication
DB09287,DrugToDisease,C0433445,Contraindication
DB11077,DrugToDisease,C0433445,Contraindication
DB11161,DrugToDisease,C0433445,Contraindication
DB11236,DrugToDisease,C0433445,Contraindication
DB09287,DrugToDisease,C0264716,Contraindication
DB11077,DrugToDisease,C0264716,Contraindication
DB11161,DrugToDisease,C0264716,Contraindication
DB11236,DrugToDisease,C0264716,Contraindication
DB09287,DrugToDisease,C0021845,Contraindication
DB11077,DrugToDisease,C0021845,Contraindication
DB11161,DrugToDisease,C0021845,Contraindication
DB11236,DrugToDisease,C0021845,Contraindication
DB09287,DrugToDisease,C0011849,Contraindication
DB11077,DrugToDisease,C0011849,Contraindication
DB11161,DrugToDisease,C0011849,Contraindication
DB11236,DrugToDisease,C0011849,Contraindication
DB09287,DrugToDisease,C0237938,Contraindication
DB11077,DrugToDisease,C0237938,Contraindication
DB11161,DrugToDisease,C0237938,Contraindication
DB11236,DrugToDisease,C0237938,Contraindication
DB09287,DrugToDisease,C0014544,Contraindication
DB11077,DrugToDisease,C0014544,Contraindication
DB11161,DrugToDisease,C0014544,Contraindication
DB11236,DrugToDisease,C0014544,Contraindication
DB09287,DrugToDisease,C0236124,Contraindication
DB11077,DrugToDisease,C0236124,Contraindication
DB11161,DrugToDisease,C0236124,Contraindication
DB11236,DrugToDisease,C0236124,Contraindication
DB09287,DrugToDisease,C0020550,Contraindication
DB11077,DrugToDisease,C0020550,Contraindication
DB11161,DrugToDisease,C0020550,Contraindication
DB11236,DrugToDisease,C0020550,Contraindication
DB09287,DrugToDisease,C0025162,Contraindication
DB11077,DrugToDisease,C0025162,Contraindication
DB11161,DrugToDisease,C0025162,Contraindication
DB11236,DrugToDisease,C0025162,Contraindication
DB09287,DrugToDisease,C0151664,Contraindication
DB11077,DrugToDisease,C0151664,Contraindication
DB11161,DrugToDisease,C0151664,Contraindication
DB11236,DrugToDisease,C0151664,Contraindication
DB09287,DrugToDisease,C0017605,Contraindication
DB11077,DrugToDisease,C0017605,Contraindication
DB11161,DrugToDisease,C0017605,Contraindication
DB11236,DrugToDisease,C0017605,Contraindication
DB09287,DrugToDisease,C0238357,Contraindication
DB11077,DrugToDisease,C0238357,Contraindication
DB11161,DrugToDisease,C0238357,Contraindication
DB11236,DrugToDisease,C0238357,Contraindication
DB09287,DrugToDisease,C1541124,Contraindication
DB11077,DrugToDisease,C1541124,Contraindication
DB11161,DrugToDisease,C1541124,Contraindication
DB11236,DrugToDisease,C1541124,Contraindication
DB09287,DrugToDisease,C0376185,Contraindication
DB11077,DrugToDisease,C0376185,Contraindication
DB11161,DrugToDisease,C0376185,Contraindication
DB11236,DrugToDisease,C0376185,Contraindication
DB09287,DrugToDisease,C0020456,Contraindication
DB11077,DrugToDisease,C0020456,Contraindication
DB11161,DrugToDisease,C0020456,Contraindication
DB11236,DrugToDisease,C0020456,Contraindication
DB09287,DrugToDisease,C0015403,Contraindication
DB11077,DrugToDisease,C0015403,Contraindication
DB11161,DrugToDisease,C0015403,Contraindication
DB11236,DrugToDisease,C0015403,Contraindication
DB09287,DrugToDisease,C0585136,Contraindication
DB11077,DrugToDisease,C0585136,Contraindication
DB11161,DrugToDisease,C0585136,Contraindication
DB11236,DrugToDisease,C0585136,Contraindication
DB09287,DrugToDisease,C0152020,Contraindication
DB11077,DrugToDisease,C0152020,Contraindication
DB11161,DrugToDisease,C0152020,Contraindication
DB11236,DrugToDisease,C0152020,Contraindication
DB09287,DrugToDisease,C0007222,Contraindication
DB11077,DrugToDisease,C0007222,Contraindication
DB11161,DrugToDisease,C0007222,Contraindication
DB11236,DrugToDisease,C0007222,Contraindication
DB09287,DrugToDisease,C0022575,Off-label use
DB11077,DrugToDisease,C0022575,Off-label use
DB11161,DrugToDisease,C0022575,Off-label use
DB11236,DrugToDisease,C0022575,Off-label use
DB09287,DrugToDisease,C0003615,Contraindication
DB11077,DrugToDisease,C0003615,Contraindication
DB11161,DrugToDisease,C0003615,Contraindication
DB11236,DrugToDisease,C0003615,Contraindication
DB09287,DrugToDisease,C0560619,Contraindication
DB11077,DrugToDisease,C0560619,Contraindication
DB11161,DrugToDisease,C0560619,Contraindication
DB11236,DrugToDisease,C0560619,Contraindication
DB09287,DrugToDisease,C0003460,Contraindication
DB11077,DrugToDisease,C0003460,Contraindication
DB11161,DrugToDisease,C0003460,Contraindication
DB11236,DrugToDisease,C0003460,Contraindication
DB09287,DrugToDisease,C0022658,Contraindication
DB11077,DrugToDisease,C0022658,Contraindication
DB11161,DrugToDisease,C0022658,Contraindication
DB11236,DrugToDisease,C0022658,Contraindication
DB09287,DrugToDisease,C0020538,Contraindication
DB11077,DrugToDisease,C0020538,Contraindication
DB11161,DrugToDisease,C0020538,Contraindication
DB11236,DrugToDisease,C0020538,Contraindication
DB09287,DrugToDisease,C0020625,Contraindication
DB11077,DrugToDisease,C0020625,Contraindication
DB11161,DrugToDisease,C0020625,Contraindication
DB11236,DrugToDisease,C0020625,Contraindication
DB09287,DrugToDisease,C0235267,Indication
DB11077,DrugToDisease,C0235267,Indication
DB11161,DrugToDisease,C0235267,Indication
DB11236,DrugToDisease,C0235267,Indication
DB09287,DrugToDisease,C0009806,Indication
DB11077,DrugToDisease,C0009806,Indication
DB11161,DrugToDisease,C0009806,Indication
DB11236,DrugToDisease,C0009806,Indication
DB09287,DrugToDisease,C0028961,Contraindication
DB11077,DrugToDisease,C0028961,Contraindication
DB11161,DrugToDisease,C0028961,Contraindication
DB11236,DrugToDisease,C0028961,Contraindication
DB09287,DrugToDisease,C0020598,Contraindication
DB11077,DrugToDisease,C0020598,Contraindication
DB11161,DrugToDisease,C0020598,Contraindication
DB11236,DrugToDisease,C0020598,Contraindication
DB09287,DrugToDisease,C0013604,Contraindication
DB11077,DrugToDisease,C0013604,Contraindication
DB11161,DrugToDisease,C0013604,Contraindication
DB11236,DrugToDisease,C0013604,Contraindication
DB09287,DrugToDisease,C0151517,Contraindication
DB11077,DrugToDisease,C0151517,Contraindication
DB11161,DrugToDisease,C0151517,Contraindication
DB11236,DrugToDisease,C0151517,Contraindication
DB00156,DrugToDisease,C0751434,Contraindication
DB00160,DrugToDisease,C0751434,Contraindication
DB00160,DrugToDisease,C0022650,Contraindication
DB00160,DrugToDisease,C0022661,Contraindication
DB00160,DrugToDisease,C0042510,Contraindication
DB00160,DrugToDisease,C0274726,Contraindication
DB00160,DrugToDisease,C0018799,Contraindication
DB00160,DrugToDisease,C0036202,Contraindication
DB00160,DrugToDisease,C0149911,Contraindication
DB00160,DrugToDisease,C0022658,Contraindication
DB00160,DrugToDisease,C0020437,Contraindication
DB01294,DrugToDisease,C0023895,Contraindication
DB01294,DrugToDisease,C0085605,Contraindication
DB01294,DrugToDisease,C0393442,Contraindication
DB01294,DrugToDisease,C0014544,Contraindication
DB01294,DrugToDisease,C0005779,Contraindication
DB01294,DrugToDisease,C0022658,Contraindication
DB01294,DrugToDisease,C0018099,Contraindication
DB01294,DrugToDisease,C0001969,Contraindication
DB01294,DrugToDisease,C0011849,Contraindication
DB01294,DrugToDisease,C0013395,Indication
DB01294,DrugToDisease,C0011991,Indication
DB01294,DrugToDisease,C0027947,Contraindication
DB01294,DrugToDisease,C0006111,Contraindication
DB01294,DrugToDisease,C0277528,Off-label use
DB01294,DrugToDisease,C0001973,Contraindication
DB01294,DrugToDisease,C0014358,Contraindication
DB01294,DrugToDisease,C0031117,Contraindication
DB01294,DrugToDisease,C0343378,Off-label use
DB14491,DrugToDisease,C1510475,Contraindication
DB14491,DrugToDisease,C0020502,Contraindication
DB14491,DrugToDisease,C0730349,Off-label use
DB14491,DrugToDisease,C0025874,Contraindication
DB14491,DrugToDisease,C0917796,Contraindication
DB14491,DrugToDisease,C0268000,Contraindication
DB14491,DrugToDisease,C0040038,Contraindication
DB14491,DrugToDisease,C0272053,Contraindication
DB14491,DrugToDisease,C0002895,Contraindication
DB14491,DrugToDisease,C0032460,Off-label use
DB14491,DrugToDisease,C0020437,Contraindication
DB14491,DrugToDisease,C1442839,Contraindication
DB14491,DrugToDisease,C0011581,Contraindication
DB14491,DrugToDisease,C0017154,Contraindication
DB14491,DrugToDisease,C0030920,Contraindication
DB14491,DrugToDisease,C0018824,Contraindication
DB14491,DrugToDisease,C0271578,Off-label use
DB14491,DrugToDisease,C0020557,Contraindication
DB14491,DrugToDisease,C0003851,Contraindication
DB14491,DrugToDisease,C0020456,Contraindication
DB14491,DrugToDisease,C1305934,Contraindication
DB14491,DrugToDisease,C0476089,Contraindication
DB14491,DrugToDisease,C0001144,Indication
DB14491,DrugToDisease,C0007847,Contraindication
DB14491,DrugToDisease,C0036202,Contraindication
DB14491,DrugToDisease,C0345904,Contraindication
DB14491,DrugToDisease,C0014175,Off-label use
DB14491,DrugToDisease,C0002962,Contraindication
DB14491,DrugToDisease,C0013390,Off-label use
DB14491,DrugToDisease,C0020501,Contraindication
DB14491,DrugToDisease,C0162316,Indication
DB14491,DrugToDisease,C0009324,Contraindication
DB14491,DrugToDisease,C0027051,Contraindication
DB14491,DrugToDisease,C0002878,Contraindication
DB14491,DrugToDisease,C0268318,Contraindication
DB14491,DrugToDisease,C0028754,Contraindication
DB14491,DrugToDisease,C0025323,Off-label use
DB14491,DrugToDisease,C0011849,Contraindication
DB14491,DrugToDisease,C0020443,Contraindication
DB14491,DrugToDisease,C3163805,Contraindication
DB14491,DrugToDisease,C0020473,Contraindication
DB14491,DrugToDisease,C0151482,Indication
DB14491,DrugToDisease,C0040046,Contraindication
DB14491,DrugToDisease,C0018995,Contraindication
DB14491,DrugToDisease,C0158996,Indication
DB14491,DrugToDisease,C0022650,Contraindication
DB14491,DrugToDisease,C0020538,Contraindication
DB14491,DrugToDisease,C0019114,Contraindication
DB14491,DrugToDisease,C0011175,Contraindication
DB14491,DrugToDisease,C0017160,Contraindication
DB14491,DrugToDisease,C0745138,Contraindication
DB14491,DrugToDisease,C1527411,Contraindication
DB14491,DrugToDisease,C0009806,Contraindication
DB14491,DrugToDisease,C0524702,Contraindication
DB14491,DrugToDisease,C0149931,Contraindication
DB14491,DrugToDisease,C0023895,Contraindication
DB14491,DrugToDisease,C0016977,Contraindication
DB14491,DrugToDisease,C0038454,Contraindication
DB14491,DrugToDisease,C0149871,Contraindication
DB14491,DrugToDisease,C0022354,Contraindication
DB14491,DrugToDisease,C0032708,Contraindication
DB14491,DrugToDisease,C0085681,Contraindication
DB14491,DrugToDisease,C0022658,Contraindication
DB14491,DrugToDisease,C1562312,Contraindication
DB14491,DrugToDisease,C1956346,Contraindication
DB11090,DrugToDisease,C0026618,Contraindication
DB11090,DrugToDisease,C0017574,Off-label use
DB03904,DrugToDisease,C0206504,Contraindication
DB03904,DrugToDisease,C0271454,Contraindication
DB03904,DrugToDisease,C0013456,Contraindication
DB03904,DrugToDisease,C0849907,Contraindication
DB03904,DrugToDisease,C0699744,Contraindication
DB03904,DrugToDisease,C0272423,Contraindication
DB03904,DrugToDisease,C0015230,Indication
DB03904,DrugToDisease,C0011616,Indication
DB03904,DrugToDisease,C0011615,Indication
DB03904,DrugToDisease,C0423775,Indication
DB03904,DrugToDisease,C0036508,Indication
DB03904,DrugToDisease,C0040262,Indication
DB03904,DrugToDisease,C0035854,Off-label use
DB03904,DrugToDisease,C0870082,Off-label use
DB03904,DrugToDisease,C0001144,Off-label use
DB00798,DrugToDisease,C0011849,Contraindication
DB00798,DrugToDisease,C0276089,Indication
DB00798,DrugToDisease,C3163829,Indication
DB00798,DrugToDisease,C0040264,Contraindication
DB00798,DrugToDisease,C0271278,Contraindication
DB00798,DrugToDisease,C0085437,Indication
DB00798,DrugToDisease,C0275982,Off-label use
DB00798,DrugToDisease,C0019357,Contraindication
DB00798,DrugToDisease,C0028840,Contraindication
DB00798,DrugToDisease,C0271183,Contraindication
DB00798,DrugToDisease,C0152973,Indication
DB00798,DrugToDisease,C0017612,Contraindication
DB00798,DrugToDisease,C0015970,Off-label use
DB00798,DrugToDisease,C0520459,Off-label use
DB00798,DrugToDisease,C0020598,Contraindication
DB00798,DrugToDisease,C0242422,Contraindication
DB00798,DrugToDisease,C0085394,Indication
DB00798,DrugToDisease,C0155860,Indication
DB00798,DrugToDisease,C2242472,Indication
