NodeType: Drug | Name: 3,5-Dimethyl-1-(3-Nitrophenyl)-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester | DrugId: DB01959
NodeType: Drug | Name: Atreleuton | DrugId: DB12758
NodeType: Drug | Name: Suptavumab | DrugId: DB12759
NodeType: Drug | Name: GW-493838 | DrugId: DB12760
NodeType: Drug | Name: Timcodar | DrugId: DB12761
NodeType: Drug | Name: Rabacfosadine | DrugId: DB12762
NodeType: Drug | Name: MK-1496 | DrugId: DB12763
NodeType: Drug | Name: Opaganib | DrugId: DB12764
NodeType: Drug | Name: Methyl isocyanate | DrugId: DB12765
NodeType: Drug | Name: Cicletanine | DrugId: DB12766
NodeType: Drug | Name: Gaxilose | DrugId: DB12767
NodeType: Drug | Name: BCG vaccine | DrugId: DB12768
NodeType: Drug | Name: Lometrexol | DrugId: DB12769
NodeType: Drug | Name: Hydroxytyrosol | DrugId: DB12771
NodeType: Drug | Name: Sifalimumab | DrugId: DB12773
NodeType: Drug | Name: AZD-8055 | DrugId: DB12774
NodeType: Drug | Name: Abituzumab | DrugId: DB12775
NodeType: Drug | Name: E-6005 | DrugId: DB12776
NodeType: Drug | Name: Veldoreotide | DrugId: DB12777
NodeType: Drug | Name: Rivipansel | DrugId: DB12778
NodeType: Drug | Name: Higenamine | DrugId: DB12779
NodeType: Drug | Name: Quinfamide | DrugId: DB12780
NodeType: Drug | Name: Balaglitazone | DrugId: DB12781
NodeType: Drug | Name: SCH-486757 | DrugId: DB12782
NodeType: Drug | Name: Benserazide | DrugId: DB12783
NodeType: Drug | Name: Ilginatinib | DrugId: DB12784
NodeType: Drug | Name: Furaprevir | DrugId: DB12785
NodeType: Drug | Name: Alvircept sudotox | DrugId: DB12786
NodeType: Drug | Name: Norethandrolone | DrugId: DB12787
NodeType: Drug | Name: Glucagon-like peptide II | DrugId: DB12788
NodeType: Drug | Name: Dinoprost | DrugId: DB12789
NodeType: Drug | Name: Laninamivir | DrugId: DB12791
NodeType: Drug | Name: Boscalid | DrugId: DB12792
NodeType: Drug | Name: Condoliase | DrugId: DB12793
NodeType: Drug | Name: p-Quaterphenyl | DrugId: DB12794
NodeType: Drug | Name: CMX-2043 | DrugId: DB12795
NodeType: Drug | Name: MRX-I | DrugId: DB12796
NodeType: Drug | Name: Ecromeximab | DrugId: DB12797
NodeType: Drug | Name: Relenopride | DrugId: DB12798
NodeType: Drug | Name: Laniquidar | DrugId: DB12799
NodeType: Drug | Name: CHF-6001 | DrugId: DB12800
NodeType: Drug | Name: Picropodophyllin | DrugId: DB12802
NodeType: Drug | Name: Dichloroisoproterenol | DrugId: DB12803
NodeType: Drug | Name: Daniquidone | DrugId: DB12804
NodeType: Drug | Name: Ataciguat | DrugId: DB12805
NodeType: Drug | Name: GSK-1004723 | DrugId: DB12806
NodeType: Drug | Name: Naptumomab estafenatox | DrugId: DB12807
NodeType: Drug | Name: Trifarotene | DrugId: DB12808
NodeType: Drug | Name: BK-MDA | DrugId: DB12809
NodeType: Drug | Name: AN-2718 | DrugId: DB12810
NodeType: Drug | Name: Palomid 529 | DrugId: DB12812
NodeType: Drug | Name: Radium Ra-223 | DrugId: DB12813
NodeType: Drug | Name: Cepeginterferon alfa-2B | DrugId: DB12814
NodeType: Drug | Name: Crotedumab | DrugId: DB12815
NodeType: Drug | Name: Terpinen-4-ol | DrugId: DB12816
NodeType: Drug | Name: Zoliflodacin | DrugId: DB12817
NodeType: Drug | Name: NM-3 | DrugId: DB12818
NodeType: Drug | Name: GSI-136 | DrugId: DB12819
NodeType: Drug | Name: Concizumab | DrugId: DB12820
NodeType: Drug | Name: Perflubutane | DrugId: DB12821
NodeType: Drug | Name: Pancreatic Polypeptide | DrugId: DB12822
NodeType: Drug | Name: Tecarfarin | DrugId: DB12823
NodeType: Drug | Name: Monalizumab | DrugId: DB12824
NodeType: Drug | Name: Lefamulin | DrugId: DB12825
NodeType: Drug | Name: Depatuxizumab | DrugId: DB12826
NodeType: Drug | Name: Indoximod | DrugId: DB12827
NodeType: Drug | Name: Amithiozone | DrugId: DB12829
NodeType: Drug | Name: Cebranopadol | DrugId: DB12830
NodeType: Drug | Name: Gabexate | DrugId: DB12831
NodeType: Drug | Name: Prednimustine | DrugId: DB12832
NodeType: Drug | Name: Tandospirone | DrugId: DB12833
NodeType: Drug | Name: Secnidazole | DrugId: DB12834
NodeType: Drug | Name: Olipudase alfa | DrugId: DB12835
NodeType: Drug | Name: Grapiprant | DrugId: DB12836
NodeType: Drug | Name: UK-500001 | DrugId: DB12837
NodeType: Drug | Name: Tetrasul | DrugId: DB12838
NodeType: Drug | Name: Pegvaliase | DrugId: DB12839
NodeType: Drug | Name: Pirnabine | DrugId: DB12840
NodeType: Drug | Name: Glial growth factor 2 | DrugId: DB12841
NodeType: Drug | Name: Pegamotecan | DrugId: DB12842
NodeType: Drug | Name: Oleandrin | DrugId: DB12843
NodeType: Drug | Name: Rontalizumab | DrugId: DB12844
NodeType: Drug | Name: Amatuximab | DrugId: DB12845
NodeType: Drug | Name: Reproterol | DrugId: DB12846
NodeType: Drug | Name: Pyroxamide | DrugId: DB12847
NodeType: Drug | Name: PF-04217903 | DrugId: DB12848
NodeType: Drug | Name: Clazakizumab | DrugId: DB12849
NodeType: Drug | Name: Etalocib | DrugId: DB12850
NodeType: Drug | Name: Miravirsen | DrugId: DB12851
NodeType: Drug | Name: MK-0752 | DrugId: DB12852
NodeType: Drug | Name: DA-6886 | DrugId: DB12853
NodeType: Drug | Name: BMS-908662 | DrugId: DB12854
NodeType: Drug | Name: Apricitabine | DrugId: DB12855
NodeType: Drug | Name: Timonacic | DrugId: DB12856
NodeType: Drug | Name: NVP-LEQ-506 | DrugId: DB12857
NodeType: Drug | Name: LY-377604 | DrugId: DB12858
NodeType: Drug | Name: Tantalum | DrugId: DB12859
NodeType: Drug | Name: Actinium | DrugId: DB12860
NodeType: Drug | Name: Rimeporide | DrugId: DB12861
NodeType: Drug | Name: Glucose oxidase | DrugId: DB12862
NodeType: Drug | Name: Sivelestat | DrugId: DB12863
NodeType: Drug | Name: Melarsoprol | DrugId: DB12864
NodeType: Drug | Name: Etelcalcetide | DrugId: DB12865
NodeType: Drug | Name: Pradigastat | DrugId: DB12866
NodeType: Drug | Name: Benperidol | DrugId: DB12867
NodeType: Drug | Name: Intoplicine | DrugId: DB12868
NodeType: Drug | Name: Eliprodil | DrugId: DB12869
NodeType: Drug | Name: Buthionine sulfoximine | DrugId: DB12870
NodeType: Drug | Name: Burlulipase | DrugId: DB12871
NodeType: Drug | Name: Vonicog alfa | DrugId: DB12872
NodeType: Drug | Name: Dianhydrogalactitol | DrugId: DB12873
NodeType: Drug | Name: Quizartinib | DrugId: DB12874
NodeType: Drug | Name: Mavatrep | DrugId: DB12875
NodeType: Drug | Name: GS-9256 | DrugId: DB12876
NodeType: Drug | Name: Oxatomide | DrugId: DB12877
NodeType: Drug | Name: AV-101 | DrugId: DB12878
NodeType: Drug | Name: Omigapil | DrugId: DB12879
NodeType: Drug | Name: Interleukin-10 | DrugId: DB12880
NodeType: Drug | Name: Indole-3-carbinol | DrugId: DB12881
NodeType: Drug | Name: Ombrabulin | DrugId: DB12882
NodeType: Drug | Name: Eltoprazine | DrugId: DB12883
NodeType: Drug | Name: Lavoltidine | DrugId: DB12884
NodeType: Drug | Name: Namodenoson | DrugId: DB12885
NodeType: Drug | Name: GSK-1521498 | DrugId: DB12886
NodeType: Drug | Name: Tazemetostat | DrugId: DB12887
NodeType: Drug | Name: Ezutromid | DrugId: DB12888
NodeType: Drug | Name: Velneperit | DrugId: DB12889
NodeType: Drug | Name: Dihydrexidine | DrugId: DB12890
NodeType: Drug | Name: Ozanezumab | DrugId: DB12891
NodeType: Drug | Name: MGB-BP-3 | DrugId: DB12892
NodeType: Drug | Name: Sacituzumab govitecan | DrugId: DB12893
NodeType: Drug | Name: Raluridine | DrugId: DB12894
NodeType: Drug | Name: Olitigaltin | DrugId: DB12895
NodeType: Drug | Name: PSI-352938 | DrugId: DB12896
NodeType: Drug | Name: MK-7622 | DrugId: DB12897
NodeType: Drug | Name: Calcitonin eel | DrugId: DB12898
NodeType: Drug | Name: TT-301 | DrugId: DB12899
NodeType: Drug | Name: Irdabisant | DrugId: DB12900
NodeType: Drug | Name: Fiacitabine | DrugId: DB12901
NodeType: Drug | Name: Trofosfamide | DrugId: DB12902
NodeType: Drug | Name: DEBIO-1347 | DrugId: DB12903
NodeType: Drug | Name: ZSTK-474 | DrugId: DB12904
NodeType: Drug | Name: Samarium Sm-153 | DrugId: DB12905
NodeType: Drug | Name: LY-2334737 | DrugId: DB12906
NodeType: Drug | Name: Mannose | DrugId: DB12907
NodeType: Drug | Name: Denenicokin | DrugId: DB12908
NodeType: Drug | Name: Factor XIII (human) | DrugId: DB12909
NodeType: Drug | Name: Emicerfont | DrugId: DB12910
NodeType: Drug | Name: Nicoboxil | DrugId: DB12911
NodeType: Drug | Name: Nolatrexed | DrugId: DB12912
NodeType: Drug | Name: Resmetirom | DrugId: DB12914
NodeType: Drug | Name: Corticorelin acetate | DrugId: DB12915
NodeType: Drug | Name: Mitolactol | DrugId: DB12916
NodeType: Drug | Name: Bimekizumab | DrugId: DB12917
NodeType: Drug | Name: T-62 | DrugId: DB12919
NodeType: Drug | Name: Pinometostat | DrugId: DB12920
NodeType: Drug | Name: Chlorsulfaquinoxaline | DrugId: DB12921
NodeType: Drug | Name: Gallopamil | DrugId: DB12923
NodeType: Drug | Name: Ozenoxacin | DrugId: DB12924
NodeType: Drug | Name: Crolibulin | DrugId: DB12925
NodeType: Drug | Name: Cafedrine | DrugId: DB12926
NodeType: Drug | Name: Theodrenaline | DrugId: DB12927
NodeType: Drug | Name: GET-73 | DrugId: DB12928
NodeType: Drug | Name: JNJ-39220675 | DrugId: DB12929
NodeType: Drug | Name: Opipramol | DrugId: DB12930
NodeType: Drug | Name: Fenobam | DrugId: DB12931
NodeType: Drug | Name: Merotocin | DrugId: DB12932
NodeType: Drug | Name: RO-4987655 | DrugId: DB12933
NodeType: Drug | Name: Granotapide | DrugId: DB12934
NodeType: Drug | Name: Remogliflozin etabonate | DrugId: DB12935
NodeType: Drug | Name: Quercetin-3'-O-phosphate | DrugId: DB12937
NodeType: Drug | Name: Isoxaflutole | DrugId: DB12938
NodeType: Drug | Name: Nikkomycin Z | DrugId: DB12939
NodeType: Drug | Name: Helium He-3 | DrugId: DB12940
NodeType: Drug | Name: Darolutamide | DrugId: DB12941
NodeType: Drug | Name: Lactitol | DrugId: DB12942
NodeType: Drug | Name: Milatuzumab | DrugId: DB12943
NodeType: Drug | Name: Phloroglucinol | DrugId: DB12944
NodeType: Drug | Name: Dihydralazine | DrugId: DB12945
NodeType: Drug | Name: DPCPX | DrugId: DB12946
NodeType: Drug | Name: Doxifluridine | DrugId: DB12947
NodeType: Drug | Name: Didox | DrugId: DB12948
NodeType: Drug | Name: PF-03382792 | DrugId: DB12949
NodeType: Drug | Name: Albusomatropin | DrugId: DB12950
NodeType: Drug | Name: Pivagabine | DrugId: DB12951
NodeType: Drug | Name: Methylprednisone | DrugId: DB12952
NodeType: Drug | Name: Disitertide | DrugId: DB12953
NodeType: Drug | Name: Terizidone | DrugId: DB12954
NodeType: Drug | Name: Delparantag | DrugId: DB12955
NodeType: Drug | Name: Vantictumab | DrugId: DB12956
NodeType: Drug | Name: 5-fluoro-2'-deoxycytidine | DrugId: DB12957
NodeType: Drug | Name: Prothipendyl | DrugId: DB12958
NodeType: Drug | Name: IOWH-032 | DrugId: DB12959
NodeType: Drug | Name: INCB-9471 | DrugId: DB12960
NodeType: Drug | Name: Leukotriene B4 | DrugId: DB12961
NodeType: Drug | Name: CP-547632 | DrugId: DB12962
NodeType: Drug | Name: CCX-354 | DrugId: DB12963
NodeType: Drug | Name: Lerisetron | DrugId: DB12964
NodeType: Drug | Name: Silver | DrugId: DB12965
NodeType: Drug | Name: Falnidamol | DrugId: DB12966
NodeType: Drug | Name: Mitoguazone | DrugId: DB12967
NodeType: Drug | Name: DONU | DrugId: DB12968
NodeType: Drug | Name: Methylinositol | DrugId: DB12969
NodeType: Drug | Name: Levoglucose | DrugId: DB12970
NodeType: Drug | Name: Pactimibe | DrugId: DB12971
NodeType: Drug | Name: Sepranolone | DrugId: DB12972
NodeType: Drug | Name: Serlopitant | DrugId: DB12973
NodeType: Drug | Name: Roniciclib | DrugId: DB12974
NodeType: Drug | Name: Pyronaridine | DrugId: DB12975
NodeType: Drug | Name: Robatumumab | DrugId: DB12976
NodeType: Drug | Name: Simenepag isopropyl | DrugId: DB12977
NodeType: Drug | Name: Pexidartinib | DrugId: DB12978
NodeType: Drug | Name: Nepicastat | DrugId: DB12979
NodeType: Drug | Name: CHS-828 | DrugId: DB12980
NodeType: Drug | Name: XL-888 | DrugId: DB12981
NodeType: Drug | Name: Silicon | DrugId: DB12982
NodeType: Drug | Name: Phthalocyanine | DrugId: DB12983
NodeType: Drug | Name: Larotaxel | DrugId: DB12984
NodeType: Drug | Name: Quisinostat | DrugId: DB12985
NodeType: Drug | Name: VS-5584 | DrugId: DB12986
NodeType: Drug | Name: Penclomedine | DrugId: DB12987
NodeType: Drug | Name: LY-518674 | DrugId: DB12988
NodeType: Drug | Name: Neosaxitoxin | DrugId: DB12989
NodeType: Drug | Name: Icosabutate | DrugId: DB12990
NodeType: Drug | Name: Deoxyspergualin | DrugId: DB12991
NodeType: Drug | Name: Bleomycin A6 | DrugId: DB12992
NodeType: Drug | Name: Berkelium | DrugId: DB12993
NodeType: Drug | Name: MIP-1095 I-123 | DrugId: DB12994
NodeType: Drug | Name: Acteoside | DrugId: DB12996
NodeType: Drug | Name: Brilacidin | DrugId: DB12997
NodeType: Drug | Name: PF-00217830 | DrugId: DB12998
NodeType: Drug | Name: MK-6186 | DrugId: DB12999
NodeType: Drug | Name: PCI-27483 | DrugId: DB13000
NodeType: Drug | Name: Tinoridine | DrugId: DB13001
NodeType: Drug | Name: HKI-357 | DrugId: DB13002
NodeType: Drug | Name: Cortivazol | DrugId: DB13003
NodeType: Drug | Name: Mavoglurant | DrugId: DB13004
NodeType: Drug | Name: Rebastinib | DrugId: DB13005
NodeType: Drug | Name: Emylcamate | DrugId: DB13572
NodeType: Drug | Name: Acefylline | DrugId: DB13573
NodeType: Drug | Name: Heptaminol | DrugId: DB13574
NodeType: Drug | Name: Bietaserpine | DrugId: DB13575
NodeType: Drug | Name: Aluminium nicotinate | DrugId: DB13576
NodeType: Drug | Name: Allobarbital | DrugId: DB13577
NodeType: Drug | Name: Metabutethamine | DrugId: DB13578
NodeType: Drug | Name: Mepixanox | DrugId: DB13579
NodeType: Drug | Name: Succinylsulfathiazole | DrugId: DB13580
NodeType: Drug | Name: Rociverine | DrugId: DB13581
NodeType: Drug | Name: Ferric (59Fe) citrate | DrugId: DB13582
NodeType: Drug | Name: Mephenesin | DrugId: DB13583
NodeType: Drug | Name: Gallamine | DrugId: DB13584
NodeType: Drug | Name: Aminoethyl nitrate | DrugId: DB13585
NodeType: Drug | Name: Metandienone | DrugId: DB13586
NodeType: Drug | Name: Mesterolone | DrugId: DB13587
NodeType: Drug | Name: Naftidrofuryl | DrugId: DB13588
NodeType: Drug | Name: Calcium pangamate | DrugId: DB13590
NodeType: Drug | Name: Metopimazine | DrugId: DB13591
NodeType: Drug | Name: Etamiphylline | DrugId: DB13592
NodeType: Drug | Name: Zolimidine | DrugId: DB13593
NodeType: Drug | Name: Almasilate | DrugId: DB13595
NodeType: Drug | Name: Oxycinchophen | DrugId: DB13596
NodeType: Drug | Name: Moroxydine | DrugId: DB13597
NodeType: Drug | Name: Diethyl ether | DrugId: DB13598
NodeType: Drug | Name: Difetarsone | DrugId: DB13599
NodeType: Drug | Name: Deltamethrin | DrugId: DB13600
NodeType: Drug | Name: Oxiracetam | DrugId: DB13601
NodeType: Drug | Name: Promegestone | DrugId: DB13602
NodeType: Drug | Name: Pyrrolnitrin | DrugId: DB13603
NodeType: Drug | Name: Guanazodine | DrugId: DB13604
NodeType: Drug | Name: Phenoperidine | DrugId: DB13605
NodeType: Drug | Name: Phenazocine | DrugId: DB13606
NodeType: Drug | Name: Picloxydine | DrugId: DB13607
NodeType: Drug | Name: Tiocarlide | DrugId: DB13608
NodeType: Drug | Name: Umifenovir | DrugId: DB13609
NodeType: Drug | Name: Flumedroxone | DrugId: DB13610
NodeType: Drug | Name: Chlormidazole | DrugId: DB13611
NodeType: Drug | Name: Carbaspirin calcium | DrugId: DB13612
NodeType: Drug | Name: Ticlatone | DrugId: DB13613
NodeType: Drug | Name: Metizoline | DrugId: DB13614
NodeType: Drug | Name: Mifamurtide | DrugId: DB13615
NodeType: Drug | Name: Melagatran | DrugId: DB13616
NodeType: Drug | Name: Clorexolone | DrugId: DB13617
NodeType: Drug | Name: Ipriflavone | DrugId: DB13618
NodeType: Drug | Name: Bornaprine | DrugId: DB13619
NodeType: Drug | Name: Potassium gluconate | DrugId: DB13620
NodeType: Drug | Name: Tetragalacturonic acid hydroxymethylester | DrugId: DB13621
NodeType: Drug | Name: Selenium (75Se) norcholesterol | DrugId: DB13622
NodeType: Drug | Name: Fabomotizole | DrugId: DB13623
NodeType: Drug | Name: Methoxyphenamine | DrugId: DB13624
NodeType: Drug | Name: Carbuterol | DrugId: DB13625
NodeType: Drug | Name: Aluminium glycinate | DrugId: DB13626
NodeType: Drug | Name: Oxolinic acid | DrugId: DB13627
NodeType: Drug | Name: Ethyl hydroxybenzoate | DrugId: DB13628
NodeType: Drug | Name: Mofebutazone | DrugId: DB13629
NodeType: Drug | Name: Bibenzonium | DrugId: DB13630
NodeType: Drug | Name: Methoserpidine | DrugId: DB13631
NodeType: Drug | Name: Protiofate | DrugId: DB13632
NodeType: Drug | Name: Mepartricin | DrugId: DB13633
NodeType: Drug | Name: Pentifylline | DrugId: DB13634
NodeType: Drug | Name: Tiracizine | DrugId: DB13635
NodeType: Drug | Name: Etanautine | DrugId: DB13636
NodeType: Drug | Name: Tenitramine | DrugId: DB13637
NodeType: Drug | Name: Cefbuperazone | DrugId: DB13638
NodeType: Drug | Name: Ferrous tartrate | DrugId: DB13639
NodeType: Drug | Name: Acetoxolone | DrugId: DB13640
NodeType: Drug | Name: Metisazone | DrugId: DB13641
NodeType: Drug | Name: Pridinol | DrugId: DB13642
NodeType: Drug | Name: Loprazolam | DrugId: DB13643
NodeType: Drug | Name: Methylthiouracil | DrugId: DB13644
NodeType: Drug | Name: Ethacizine | DrugId: DB13645
NodeType: Drug | Name: Saruplase | DrugId: DB13646
NodeType: Drug | Name: Semustine | DrugId: DB13647
NodeType: Drug | Name: Alcuronium | DrugId: DB13648
NodeType: Drug | Name: Proquazone | DrugId: DB13649
NodeType: Drug | Name: Aloglutamol | DrugId: DB13650
NodeType: Drug | Name: Lorajmine | DrugId: DB13651
NodeType: Drug | Name: Bunaftine | DrugId: DB13652
NodeType: Drug | Name: Lorcainide | DrugId: DB13653
NodeType: Drug | Name: Montmorillonite | DrugId: DB13654
NodeType: Drug | Name: Nikethamide | DrugId: DB13655
NodeType: Drug | Name: Eberconazole | DrugId: DB13656
NodeType: Drug | Name: Benorilate | DrugId: DB13657
NodeType: Drug | Name: Hemoglobin raffimer | DrugId: DB13658
NodeType: Drug | Name: Tenonitrozole | DrugId: DB13659
NodeType: Drug | Name: Propicillin | DrugId: DB13660
NodeType: Drug | Name: Niridazole | DrugId: DB13661
NodeType: Drug | Name: Hexapropymate | DrugId: DB13662
NodeType: Drug | Name: Clofenamide | DrugId: DB13663
NodeType: Drug | Name: Formocortal | DrugId: DB13664
NodeType: Drug | Name: Fluanisone | DrugId: DB13665
NodeType: Drug | Name: Tiemonium iodide | DrugId: DB13666
NodeType: Drug | Name: Cefozopran | DrugId: DB13667
NodeType: Drug | Name: Ipidacrine | DrugId: DB13668
NodeType: Drug | Name: Morpholine | DrugId: DB13669
NodeType: Drug | Name: Oxantel | DrugId: DB13670
NodeType: Drug | Name: Sulbentine | DrugId: DB13671
NodeType: Drug | Name: Dimethylaminopropionylphenothiazine | DrugId: DB13672
NodeType: Drug | Name: Bekanamycin | DrugId: DB13673
NodeType: Drug | Name: Cridanimod | DrugId: DB13674
NodeType: Drug | Name: Metahexamide | DrugId: DB13675
NodeType: Drug | Name: Mosapramine | DrugId: DB13676
NodeType: Drug | Name: Carboquone | DrugId: DB13677
NodeType: Drug | Name: Dihexyverine | DrugId: DB13678
NodeType: Drug | Name: Dexchlorpheniramine | DrugId: DB13679
NodeType: Drug | Name: Naftazone | DrugId: DB13680
NodeType: Drug | Name: Butalamine | DrugId: DB13681
NodeType: Drug | Name: Cefpirome | DrugId: DB13682
NodeType: Drug | Name: Quinisocaine | DrugId: DB13683
NodeType: Drug | Name: Omoconazole | DrugId: DB13684
NodeType: Drug | Name: Quingestanol | DrugId: DB13685
NodeType: Drug | Name: Clometocillin | DrugId: DB13686
NodeType: Drug | Name: Niaprazine | DrugId: DB13687
NodeType: Drug | Name: Drisapersen | DrugId: DB13688
NodeType: Drug | Name: Tacalcitol | DrugId: DB13689
NodeType: Drug | Name: Vinyl ether | DrugId: DB13690
NodeType: Drug | Name: Acetyldigoxin | DrugId: DB13691
NodeType: Drug | Name: Tretoquinol | DrugId: DB13692
NodeType: Drug | Name: Sulbenicillin | DrugId: DB13693
NodeType: Drug | Name: Distigmine | DrugId: DB13694
NodeType: Drug | Name: Penthienate | DrugId: DB13695
NodeType: Drug | Name: Bromochlorosalicylanilide | DrugId: DB13696
NodeType: Drug | Name: Ambazone | DrugId: DB13697
NodeType: Drug | Name: Ferrous carbonate | DrugId: DB13698
NodeType: Drug | Name: Sulfathiourea | DrugId: DB13699
NodeType: Drug | Name: Protamine | DrugId: DB13700
NodeType: Drug | Name: Ioglicic acid | DrugId: DB13701
NodeType: Drug | Name: Tibezonium iodide | DrugId: DB13702
NodeType: Drug | Name: Gepefrine | DrugId: DB13703
NodeType: Drug | Name: Pristinamycin | DrugId: DB13704
NodeType: Drug | Name: Decamethoxine | DrugId: DB13705
NodeType: Drug | Name: Eosin | DrugId: DB13706
NodeType: Drug | Name: Sodium tartrate | DrugId: DB13707
NodeType: Drug | Name: Fenquizone | DrugId: DB13708
NodeType: Drug | Name: Ciclonicate | DrugId: DB13709
NodeType: Drug | Name: Metenolone | DrugId: DB13710
NodeType: Drug | Name: Tritoqualine | DrugId: DB13711
NodeType: Drug | Name: Dixanthogen | DrugId: DB13712
NodeType: Drug | Name: Quifenadine | DrugId: DB13713
NodeType: Drug | Name: Xibornol | DrugId: DB13714
NodeType: Drug | Name: Dilazep | DrugId: DB13715
NodeType: Drug | Name: Dibutylphthalate | DrugId: DB13716
NodeType: Drug | Name: Phenothrin | DrugId: DB13717
NodeType: Drug | Name: Hydroquinine | DrugId: DB13718
NodeType: Drug | Name: Trolnitrate | DrugId: DB13719
NodeType: Drug | Name: Diphemanil | DrugId: DB13720
NodeType: Drug | Name: Cypermethrin | DrugId: DB13721
NodeType: Drug | Name: Pirprofen | DrugId: DB13722
NodeType: Drug | Name: Meldonium | DrugId: DB13723
NodeType: Drug | Name: Nifuratel | DrugId: DB13724
NodeType: Drug | Name: Terodiline | DrugId: DB13725
NodeType: Drug | Name: Sulfaguanidine | DrugId: DB13726
NodeType: Drug | Name: Azapetine | DrugId: DB13727
NodeType: Drug | Name: Halometasone | DrugId: DB13728
NodeType: Drug | Name: Camostat | DrugId: DB13729
NodeType: Drug | Name: Nifurtoinol | DrugId: DB13730
NodeType: Drug | Name: Butamirate | DrugId: DB13731
NodeType: Drug | Name: Meglumine antimoniate | DrugId: DB13732
NodeType: Drug | Name: Methylpentynol | DrugId: DB13733
NodeType: Drug | Name: Biphenylol | DrugId: DB13734
NodeType: Drug | Name: Potassium guaiacolsulfonate | DrugId: DB13735
NodeType: Drug | Name: Fenoxazoline | DrugId: DB13736
NodeType: Drug | Name: Cyclobarbital | DrugId: DB13737
NodeType: Drug | Name: Camylofin | DrugId: DB13738
NodeType: Drug | Name: Penamecillin | DrugId: DB13739
NodeType: Drug | Name: Bemegride | DrugId: DB13740
NodeType: Drug | Name: Ioglycamic acid | DrugId: DB13741
NodeType: Drug | Name: Elcatonin | DrugId: DB13742
NodeType: Drug | Name: Sodium aurotiosulfate | DrugId: DB13743
NodeType: Drug | Name: Piromidic acid | DrugId: DB13744
NodeType: Drug | Name: Fazadinium bromide | DrugId: DB13745
NodeType: Drug | Name: Bioallethrin | DrugId: DB13746
NodeType: Drug | Name: Trolamine | DrugId: DB13747
NodeType: Drug | Name: Tidiacic arginine | DrugId: DB13748
NodeType: Drug | Name: Magnesium gluconate | DrugId: DB13749
NodeType: Drug | Name: Obidoxime | DrugId: DB13750
NodeType: Drug | Name: Glycyrrhizic acid | DrugId: DB13751
NodeType: Drug | Name: Tetramethrin | DrugId: DB13752
NodeType: Drug | Name: Cetiedil | DrugId: DB13753
NodeType: Drug | Name: Mephenoxalone | DrugId: DB13754
NodeType: Drug | Name: Iocarmic acid | DrugId: DB13755
NodeType: Drug | Name: Peruvoside | DrugId: DB13756
NodeType: Drug | Name: Epanolol | DrugId: DB13757
NodeType: Drug | Name: Meclofenoxate | DrugId: DB13758
NodeType: Drug | Name: Fenpiverinium | DrugId: DB13759
NodeType: Drug | Name: Niperotidine | DrugId: DB13760
NodeType: Drug | Name: Tilactase | DrugId: DB13761
NodeType: Drug | Name: Dexrabeprazole | DrugId: DB13762
NodeType: Drug | Name: Aurotioprol | DrugId: DB13763
NodeType: Drug | Name: Monoxerutin | DrugId: DB13764
NodeType: Drug | Name: Mercuric chloride | DrugId: DB13765
NodeType: Drug | Name: Lidoflazine | DrugId: DB13766
NodeType: Drug | Name: Vorozole | DrugId: DB13767
NodeType: Drug | Name: Domiodol | DrugId: DB13768
NodeType: Drug | Name: Emetonium iodide | DrugId: DB13769
NodeType: Drug | Name: Vinylbital | DrugId: DB13770
NodeType: Drug | Name: Ferric sodium citrate | DrugId: DB13771
NodeType: Drug | Name: Rufloxacin | DrugId: DB13772
NodeType: Drug | Name: Sulfamethoxypyridazine | DrugId: DB13773
NodeType: Drug | Name: Myristalkonium | DrugId: DB13774
NodeType: Drug | Name: Tertatolol | DrugId: DB13775
NodeType: Drug | Name: Ibacitabine | DrugId: DB13776
NodeType: Drug | Name: Prenalterol | DrugId: DB13777
NodeType: Drug | Name: Cefazedone | DrugId: DB13778
NodeType: Drug | Name: Guanoclor | DrugId: DB13779
NodeType: Drug | Name: Aluminium clofibrate | DrugId: DB13780
NodeType: Drug | Name: Xamoterol | DrugId: DB13781
NodeType: Drug | Name: Imipramine oxide | DrugId: DB13782
NodeType: Drug | Name: Acemetacin | DrugId: DB13783
NodeType: Drug | Name: Dixyrazine | DrugId: DB13784
NodeType: Drug | Name: Dropropizine | DrugId: DB13785
NodeType: Drug | Name: Magnesium orotate | DrugId: DB13786
NodeType: Drug | Name: Tilidine | DrugId: DB13787
NodeType: Drug | Name: Chlorbenzoxamine | DrugId: DB13788
NodeType: Drug | Name: Aluminium acetotartrate | DrugId: DB13789
NodeType: Drug | Name: Fipexide | DrugId: DB13790
NodeType: Drug | Name: Penfluridol | DrugId: DB13791
NodeType: Drug | Name: Clopamide | DrugId: DB13792
NodeType: Drug | Name: Vinburnine | DrugId: DB13793
NodeType: Drug | Name: Dimethoxanate | DrugId: DB13794
NodeType: Drug | Name: Brodimoprim | DrugId: DB13795
NodeType: Drug | Name: Dibunate | DrugId: DB13796
NodeType: Drug | Name: Iodocholesterol (131I) | DrugId: DB13797
NodeType: Drug | Name: Demoxytocin | DrugId: DB13798
NodeType: Drug | Name: Ethadione | DrugId: DB13799
NodeType: Drug | Name: Calcium levulinate | DrugId: DB13800
NodeType: Drug | Name: Muzolimine | DrugId: DB13801
