NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: PKA activation in glucagon signalling | PathwayId: R-HSA-164378
NodeType: Pathway | PathwayName: PKA-mediated phosphorylation of CREB | PathwayId: R-HSA-111931
NodeType: Pathway | PathwayName: PKA-mediated phosphorylation of key metabolic factors | PathwayId: R-HSA-163358
NodeType: Pathway | PathwayName: PKB-mediated events | PathwayId: R-HSA-109703
NodeType: Pathway | PathwayName: PKMTs methylate histone lysines | PathwayId: R-HSA-3214841
NodeType: Pathway | PathwayName: PKR-mediated signaling | PathwayId: R-HSA-9833482
NodeType: Pathway | PathwayName: PLC beta mediated events | PathwayId: R-HSA-112043
NodeType: Pathway | PathwayName: PLC-gamma1 signalling | PathwayId: R-HSA-167021
NodeType: Pathway | PathwayName: PLCG1 events in ERBB2 signaling | PathwayId: R-HSA-1251932
NodeType: Pathway | PathwayName: POLB-Dependent Long Patch Base Excision Repair | PathwayId: R-HSA-110362
NodeType: Pathway | PathwayName: POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation | PathwayId: R-HSA-2892247
NodeType: Pathway | PathwayName: POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation | PathwayId: R-HSA-2892245
NodeType: Pathway | PathwayName: PP2A-mediated dephosphorylation of key metabolic factors | PathwayId: R-HSA-163767
NodeType: Pathway | PathwayName: PPARA activates gene expression | PathwayId: R-HSA-1989781
NodeType: Pathway | PathwayName: PRC2 methylates histones and DNA | PathwayId: R-HSA-212300
NodeType: Pathway | PathwayName: PTEN Loss of Function in Cancer | PathwayId: R-HSA-5674404
NodeType: Pathway | PathwayName: PTEN Regulation | PathwayId: R-HSA-6807070
NodeType: Pathway | PathwayName: PTK6 Activates STAT3 | PathwayId: R-HSA-8849474
NodeType: Pathway | PathwayName: PTK6 Down-Regulation | PathwayId: R-HSA-8849472
NodeType: Pathway | PathwayName: PTK6 Expression | PathwayId: R-HSA-8849473
NodeType: Pathway | PathwayName: PTK6 Regulates Cell Cycle | PathwayId: R-HSA-8849470
NodeType: Pathway | PathwayName: PTK6 Regulates Proteins Involved in RNA Processing | PathwayId: R-HSA-8849468
NodeType: Pathway | PathwayName: PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases | PathwayId: R-HSA-8849471
NodeType: Pathway | PathwayName: PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1 | PathwayId: R-HSA-8849469
NodeType: Pathway | PathwayName: PTK6 promotes HIF1A stabilization | PathwayId: R-HSA-8857538
NodeType: Pathway | PathwayName: Packaging Of Telomere Ends | PathwayId: R-HSA-171306
NodeType: Pathway | PathwayName: Packaging of Eight RNA Segments | PathwayId: R-HSA-168303
NodeType: Pathway | PathwayName: Paracetamol ADME | PathwayId: R-HSA-9753281
NodeType: Pathway | PathwayName: Paradoxical activation of RAF signaling by kinase inactive BRAF | PathwayId: R-HSA-6802955
NodeType: Pathway | PathwayName: Parasite infection | PathwayId: R-HSA-9664407
NodeType: Pathway | PathwayName: Parasitic Infection Pathways | PathwayId: R-HSA-9824443
NodeType: Pathway | PathwayName: Passive transport by Aquaporins | PathwayId: R-HSA-432047
NodeType: Pathway | PathwayName: Pausing and recovery of HIV elongation | PathwayId: R-HSA-167290
NodeType: Pathway | PathwayName: Pausing and recovery of Tat-mediated HIV elongation | PathwayId: R-HSA-167238
NodeType: Pathway | PathwayName: Pentose phosphate pathway | PathwayId: R-HSA-71336
NodeType: Pathway | PathwayName: Pentose phosphate pathway disease | PathwayId: R-HSA-6791465
NodeType: Pathway | PathwayName: Peptide chain elongation | PathwayId: R-HSA-156902
NodeType: Pathway | PathwayName: Peptide hormone biosynthesis | PathwayId: R-HSA-209952
NodeType: Pathway | PathwayName: Peptide hormone metabolism | PathwayId: R-HSA-2980736
NodeType: Pathway | PathwayName: Peptide ligand-binding receptors | PathwayId: R-HSA-375276
NodeType: Pathway | PathwayName: Peroxisomal lipid metabolism | PathwayId: R-HSA-390918
NodeType: Pathway | PathwayName: Peroxisomal protein import | PathwayId: R-HSA-9033241
NodeType: Pathway | PathwayName: Pervasive developmental disorders | PathwayId: R-HSA-9005895
NodeType: Pathway | PathwayName: Pexophagy | PathwayId: R-HSA-9664873
NodeType: Pathway | PathwayName: Phagocyte cell death caused by cytosolic Mtb | PathwayId: R-HSA-9637698
NodeType: Pathway | PathwayName: Phase 0 - rapid depolarisation | PathwayId: R-HSA-5576892
NodeType: Pathway | PathwayName: Phase 1 - inactivation of fast Na+ channels | PathwayId: R-HSA-5576894
NodeType: Pathway | PathwayName: Phase 2 - plateau phase | PathwayId: R-HSA-5576893
NodeType: Pathway | PathwayName: Phase 3 - rapid repolarisation | PathwayId: R-HSA-5576890
NodeType: Pathway | PathwayName: Phase 4 - resting membrane potential | PathwayId: R-HSA-5576886
NodeType: Pathway | PathwayName: Phase I - Functionalization of compounds | PathwayId: R-HSA-211945
NodeType: Pathway | PathwayName: Phase II - Conjugation of compounds | PathwayId: R-HSA-156580
NodeType: Pathway | PathwayName: Phenylalanine and tyrosine metabolism | PathwayId: R-HSA-8963691
NodeType: Pathway | PathwayName: Phenylalanine metabolism | PathwayId: R-HSA-8964208
NodeType: Pathway | PathwayName: Phenylketonuria | PathwayId: R-HSA-2160456
NodeType: Pathway | PathwayName: Phosphate bond hydrolysis by NTPDase proteins | PathwayId: R-HSA-8850843
NodeType: Pathway | PathwayName: Phosphate bond hydrolysis by NUDT proteins | PathwayId: R-HSA-2393930
NodeType: Pathway | PathwayName: Phospholipase C-mediated cascade: FGFR1 | PathwayId: R-HSA-5654219
NodeType: Pathway | PathwayName: Phospholipase C-mediated cascade; FGFR2 | PathwayId: R-HSA-5654221
NodeType: Pathway | PathwayName: Phospholipase C-mediated cascade; FGFR3 | PathwayId: R-HSA-5654227
NodeType: Pathway | PathwayName: Phospholipase C-mediated cascade; FGFR4 | PathwayId: R-HSA-5654228
NodeType: Pathway | PathwayName: Phospholipid metabolism | PathwayId: R-HSA-1483257
NodeType: Pathway | PathwayName: Phosphorylation of CD3 and TCR zeta chains | PathwayId: R-HSA-202427
NodeType: Pathway | PathwayName: Phosphorylation of Emi1 | PathwayId: R-HSA-176417
NodeType: Pathway | PathwayName: Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes | PathwayId: R-HSA-69200
NodeType: Pathway | PathwayName: Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes | PathwayId: R-HSA-170145
NodeType: Pathway | PathwayName: Phosphorylation of the APC/C | PathwayId: R-HSA-176412
NodeType: Pathway | PathwayName: Physiological factors | PathwayId: R-HSA-5578768
NodeType: Pathway | PathwayName: Plasma lipoprotein assembly | PathwayId: R-HSA-8963898
NodeType: Pathway | PathwayName: Plasma lipoprotein assembly, remodeling, and clearance | PathwayId: R-HSA-174824
NodeType: Pathway | PathwayName: Plasma lipoprotein clearance | PathwayId: R-HSA-8964043
NodeType: Pathway | PathwayName: Plasma lipoprotein remodeling | PathwayId: R-HSA-8963899
NodeType: Pathway | PathwayName: Plasmalogen biosynthesis | PathwayId: R-HSA-75896
NodeType: Pathway | PathwayName: Platelet Adhesion to exposed collagen | PathwayId: R-HSA-75892
NodeType: Pathway | PathwayName: Platelet Aggregation (Plug Formation) | PathwayId: R-HSA-76009
NodeType: Pathway | PathwayName: Platelet activation, signaling and aggregation | PathwayId: R-HSA-76002
NodeType: Pathway | PathwayName: Platelet calcium homeostasis | PathwayId: R-HSA-418360
NodeType: Pathway | PathwayName: Platelet degranulation | PathwayId: R-HSA-114608
NodeType: Pathway | PathwayName: Platelet homeostasis | PathwayId: R-HSA-418346
NodeType: Pathway | PathwayName: Platelet sensitization by LDL | PathwayId: R-HSA-432142
NodeType: Pathway | PathwayName: Plus-strand DNA synthesis | PathwayId: R-HSA-164525
NodeType: Pathway | PathwayName: Polo-like kinase mediated events | PathwayId: R-HSA-156711
NodeType: Pathway | PathwayName: Polymerase switching | PathwayId: R-HSA-69091
NodeType: Pathway | PathwayName: Polymerase switching on the C-strand of the telomere | PathwayId: R-HSA-174411
NodeType: Pathway | PathwayName: Positive epigenetic regulation of rRNA expression | PathwayId: R-HSA-5250913
NodeType: Pathway | PathwayName: Post NMDA receptor activation events | PathwayId: R-HSA-438064
NodeType: Pathway | PathwayName: Post-chaperonin tubulin folding pathway | PathwayId: R-HSA-389977
NodeType: Pathway | PathwayName: Post-transcriptional silencing by small RNAs | PathwayId: R-HSA-426496
NodeType: Pathway | PathwayName: Post-translational modification: synthesis of GPI-anchored proteins | PathwayId: R-HSA-163125
NodeType: Pathway | PathwayName: Post-translational protein modification | PathwayId: R-HSA-597592
NodeType: Pathway | PathwayName: Post-translational protein phosphorylation | PathwayId: R-HSA-8957275
NodeType: Pathway | PathwayName: Postmitotic nuclear pore complex (NPC) reformation | PathwayId: R-HSA-9615933
NodeType: Pathway | PathwayName: Postsynaptic nicotinic acetylcholine receptors | PathwayId: R-HSA-622327
NodeType: Pathway | PathwayName: Potassium Channels | PathwayId: R-HSA-1296071
NodeType: Pathway | PathwayName: Potassium transport channels | PathwayId: R-HSA-1296067
NodeType: Pathway | PathwayName: Potential therapeutics for SARS | PathwayId: R-HSA-9679191
NodeType: Pathway | PathwayName: Pre-NOTCH Expression and Processing | PathwayId: R-HSA-1912422
NodeType: Pathway | PathwayName: Pre-NOTCH Processing in Golgi | PathwayId: R-HSA-1912420
NodeType: Pathway | PathwayName: Pre-NOTCH Processing in the Endoplasmic Reticulum | PathwayId: R-HSA-1912399
NodeType: Pathway | PathwayName: Pre-NOTCH Transcription and Translation | PathwayId: R-HSA-1912408
NodeType: Pathway | PathwayName: Prednisone ADME | PathwayId: R-HSA-9757110
NodeType: Pathway | PathwayName: Prefoldin mediated transfer of substrate  to CCT/TriC | PathwayId: R-HSA-389957
NodeType: Pathway | PathwayName: Pregnenolone biosynthesis | PathwayId: R-HSA-196108
NodeType: Pathway | PathwayName: Presynaptic depolarization and calcium channel opening | PathwayId: R-HSA-112308
NodeType: Pathway | PathwayName: Presynaptic function of Kainate receptors | PathwayId: R-HSA-500657
NodeType: Pathway | PathwayName: Presynaptic nicotinic acetylcholine receptors | PathwayId: R-HSA-622323
NodeType: Pathway | PathwayName: Presynaptic phase of homologous DNA pairing and strand exchange | PathwayId: R-HSA-5693616
NodeType: Pathway | PathwayName: Prevention of phagosomal-lysosomal fusion | PathwayId: R-HSA-9636383
NodeType: Pathway | PathwayName: Processing and activation of SUMO | PathwayId: R-HSA-3215018
NodeType: Pathway | PathwayName: Processing of Capped Intron-Containing Pre-mRNA | PathwayId: R-HSA-72203
NodeType: Pathway | PathwayName: Processing of Capped Intronless Pre-mRNA | PathwayId: R-HSA-75067
NodeType: Pathway | PathwayName: Processing of DNA double-strand break ends | PathwayId: R-HSA-5693607
NodeType: Pathway | PathwayName: Processing of Intronless Pre-mRNAs | PathwayId: R-HSA-77595
NodeType: Pathway | PathwayName: Processing of SMDT1 | PathwayId: R-HSA-8949664
NodeType: Pathway | PathwayName: Processive synthesis on the C-strand of the telomere | PathwayId: R-HSA-174414
NodeType: Pathway | PathwayName: Processive synthesis on the lagging strand | PathwayId: R-HSA-69183
NodeType: Pathway | PathwayName: Programmed Cell Death | PathwayId: R-HSA-5357801
NodeType: Pathway | PathwayName: Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2 | PathwayId: R-HSA-964827
NodeType: Pathway | PathwayName: Prolactin receptor signaling | PathwayId: R-HSA-1170546
NodeType: Pathway | PathwayName: Proline catabolism | PathwayId: R-HSA-70688
NodeType: Pathway | PathwayName: Prolonged ERK activation events | PathwayId: R-HSA-169893
NodeType: Pathway | PathwayName: Propionyl-CoA catabolism | PathwayId: R-HSA-71032
NodeType: Pathway | PathwayName: Prostacyclin signalling through prostacyclin receptor | PathwayId: R-HSA-392851
NodeType: Pathway | PathwayName: Prostanoid ligand receptors | PathwayId: R-HSA-391908
NodeType: Pathway | PathwayName: Protein folding | PathwayId: R-HSA-391251
NodeType: Pathway | PathwayName: Protein hydroxylation | PathwayId: R-HSA-9629569
NodeType: Pathway | PathwayName: Protein lipoylation | PathwayId: R-HSA-9857492
NodeType: Pathway | PathwayName: Protein localization | PathwayId: R-HSA-9609507
NodeType: Pathway | PathwayName: Protein methylation | PathwayId: R-HSA-8876725
NodeType: Pathway | PathwayName: Protein repair | PathwayId: R-HSA-5676934
NodeType: Pathway | PathwayName: Protein ubiquitination | PathwayId: R-HSA-8852135
NodeType: Pathway | PathwayName: Protein-protein interactions at synapses | PathwayId: R-HSA-6794362
NodeType: Pathway | PathwayName: Proton-coupled monocarboxylate transport | PathwayId: R-HSA-433692
NodeType: Pathway | PathwayName: Proton-coupled neutral amino acid transporters | PathwayId: R-HSA-428559
NodeType: Pathway | PathwayName: Proton/oligopeptide cotransporters | PathwayId: R-HSA-427975
NodeType: Pathway | PathwayName: Purine catabolism | PathwayId: R-HSA-74259
NodeType: Pathway | PathwayName: Purine ribonucleoside monophosphate biosynthesis | PathwayId: R-HSA-73817
NodeType: Pathway | PathwayName: Purine salvage | PathwayId: R-HSA-74217
NodeType: Pathway | PathwayName: Purinergic signaling in leishmaniasis infection | PathwayId: R-HSA-9660826
NodeType: Pathway | PathwayName: Pyrimidine biosynthesis | PathwayId: R-HSA-500753
NodeType: Pathway | PathwayName: Pyrimidine catabolism | PathwayId: R-HSA-73621
NodeType: Pathway | PathwayName: Pyrimidine salvage | PathwayId: R-HSA-73614
NodeType: Pathway | PathwayName: Pyrophosphate hydrolysis | PathwayId: R-HSA-71737
NodeType: Pathway | PathwayName: Pyroptosis | PathwayId: R-HSA-5620971
NodeType: Pathway | PathwayName: Pyruvate metabolism | PathwayId: R-HSA-70268
NodeType: Pathway | PathwayName: RA biosynthesis pathway | PathwayId: R-HSA-5365859
NodeType: Pathway | PathwayName: RAB GEFs exchange GTP for GDP on RABs | PathwayId: R-HSA-8876198
NodeType: Pathway | PathwayName: RAB geranylgeranylation | PathwayId: R-HSA-8873719
NodeType: Pathway | PathwayName: RAC1 GTPase cycle | PathwayId: R-HSA-9013149
NodeType: Pathway | PathwayName: RAC2 GTPase cycle | PathwayId: R-HSA-9013404
NodeType: Pathway | PathwayName: RAC3 GTPase cycle | PathwayId: R-HSA-9013423
NodeType: Pathway | PathwayName: RAF activation | PathwayId: R-HSA-5673000
NodeType: Pathway | PathwayName: RAF-independent MAPK1/3 activation | PathwayId: R-HSA-112409
NodeType: Pathway | PathwayName: RAF/MAP kinase cascade | PathwayId: R-HSA-5673001
NodeType: Pathway | PathwayName: RAS GTPase cycle mutants | PathwayId: R-HSA-9649913
NodeType: Pathway | PathwayName: RAS processing | PathwayId: R-HSA-9648002
NodeType: Pathway | PathwayName: RAS signaling downstream of NF1 loss-of-function variants | PathwayId: R-HSA-6802953
NodeType: Pathway | PathwayName: RET signaling | PathwayId: R-HSA-8853659
NodeType: Pathway | PathwayName: RHO GTPase Effectors | PathwayId: R-HSA-195258
NodeType: Pathway | PathwayName: RHO GTPase cycle | PathwayId: R-HSA-9012999
NodeType: Pathway | PathwayName: RHO GTPases Activate Formins | PathwayId: R-HSA-5663220
NodeType: Pathway | PathwayName: RHO GTPases Activate NADPH Oxidases | PathwayId: R-HSA-5668599
NodeType: Pathway | PathwayName: RHO GTPases Activate ROCKs | PathwayId: R-HSA-5627117
NodeType: Pathway | PathwayName: RHO GTPases Activate Rhotekin and Rhophilins | PathwayId: R-HSA-5666185
NodeType: Pathway | PathwayName: RHO GTPases Activate WASPs and WAVEs | PathwayId: R-HSA-5663213
NodeType: Pathway | PathwayName: RHO GTPases activate CIT | PathwayId: R-HSA-5625900
NodeType: Pathway | PathwayName: RHO GTPases activate IQGAPs | PathwayId: R-HSA-5626467
NodeType: Pathway | PathwayName: RHO GTPases activate KTN1 | PathwayId: R-HSA-5625970
NodeType: Pathway | PathwayName: RHO GTPases activate PAKs | PathwayId: R-HSA-5627123
NodeType: Pathway | PathwayName: RHO GTPases activate PKNs | PathwayId: R-HSA-5625740
NodeType: Pathway | PathwayName: RHO GTPases regulate CFTR trafficking | PathwayId: R-HSA-5627083
NodeType: Pathway | PathwayName: RHOA GTPase cycle | PathwayId: R-HSA-8980692
NodeType: Pathway | PathwayName: RHOB GTPase cycle | PathwayId: R-HSA-9013026
NodeType: Pathway | PathwayName: RHOBTB GTPase Cycle | PathwayId: R-HSA-9706574
NodeType: Pathway | PathwayName: RHOBTB1 GTPase cycle | PathwayId: R-HSA-9013422
NodeType: Pathway | PathwayName: RHOBTB2 GTPase cycle | PathwayId: R-HSA-9013418
NodeType: Pathway | PathwayName: RHOBTB3 ATPase cycle | PathwayId: R-HSA-9706019
NodeType: Pathway | PathwayName: RHOC GTPase cycle | PathwayId: R-HSA-9013106
NodeType: Pathway | PathwayName: RHOD GTPase cycle | PathwayId: R-HSA-9013405
NodeType: Pathway | PathwayName: RHOF GTPase cycle | PathwayId: R-HSA-9035034
NodeType: Pathway | PathwayName: RHOG GTPase cycle | PathwayId: R-HSA-9013408
NodeType: Pathway | PathwayName: RHOH GTPase cycle | PathwayId: R-HSA-9013407
NodeType: Pathway | PathwayName: RHOJ GTPase cycle | PathwayId: R-HSA-9013409
NodeType: Pathway | PathwayName: RHOQ GTPase cycle | PathwayId: R-HSA-9013406
NodeType: Pathway | PathwayName: RHOT1 GTPase cycle | PathwayId: R-HSA-9013425
NodeType: Pathway | PathwayName: RHOT2 GTPase cycle | PathwayId: R-HSA-9013419
NodeType: Pathway | PathwayName: RHOU GTPase cycle | PathwayId: R-HSA-9013420
NodeType: Pathway | PathwayName: RHOV GTPase cycle | PathwayId: R-HSA-9013424
NodeType: Pathway | PathwayName: RIP-mediated NFkB activation via ZBP1 | PathwayId: R-HSA-1810476
NodeType: Pathway | PathwayName: RIPK1-mediated regulated necrosis | PathwayId: R-HSA-5213460
NodeType: Pathway | PathwayName: RMTs methylate histone arginines | PathwayId: R-HSA-3214858
NodeType: Pathway | PathwayName: RNA Pol II CTD phosphorylation and interaction with CE | PathwayId: R-HSA-77075
NodeType: Pathway | PathwayName: RNA Pol II CTD phosphorylation and interaction with CE during HIV infection | PathwayId: R-HSA-167160
NodeType: Pathway | PathwayName: RNA Polymerase I Promoter Clearance | PathwayId: R-HSA-73854
NodeType: Pathway | PathwayName: RNA Polymerase I Promoter Escape | PathwayId: R-HSA-73772
NodeType: Pathway | PathwayName: RNA Polymerase I Promoter Opening | PathwayId: R-HSA-73728
NodeType: Pathway | PathwayName: RNA Polymerase I Transcription | PathwayId: R-HSA-73864
NodeType: Pathway | PathwayName: RNA Polymerase I Transcription Initiation | PathwayId: R-HSA-73762
NodeType: Pathway | PathwayName: RNA Polymerase I Transcription Termination | PathwayId: R-HSA-73863
NodeType: Pathway | PathwayName: RNA Polymerase II HIV Promoter Escape | PathwayId: R-HSA-167162
NodeType: Pathway | PathwayName: RNA Polymerase II Pre-transcription Events | PathwayId: R-HSA-674695
NodeType: Pathway | PathwayName: RNA Polymerase II Promoter Escape | PathwayId: R-HSA-73776
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription | PathwayId: R-HSA-73857
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription Elongation | PathwayId: R-HSA-75955
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription Initiation | PathwayId: R-HSA-75953
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription Initiation And Promoter Clearance | PathwayId: R-HSA-76042
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription Pre-Initiation And Promoter Opening | PathwayId: R-HSA-73779
NodeType: Pathway | PathwayName: RNA Polymerase II Transcription Termination | PathwayId: R-HSA-73856
NodeType: Pathway | PathwayName: RNA Polymerase III Abortive And Retractive Initiation | PathwayId: R-HSA-749476
NodeType: Pathway | PathwayName: RNA Polymerase III Chain Elongation | PathwayId: R-HSA-73780
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription | PathwayId: R-HSA-74158
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription Initiation | PathwayId: R-HSA-76046
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription Initiation From Type 1 Promoter | PathwayId: R-HSA-76061
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription Initiation From Type 2 Promoter | PathwayId: R-HSA-76066
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription Initiation From Type 3 Promoter | PathwayId: R-HSA-76071
NodeType: Pathway | PathwayName: RNA Polymerase III Transcription Termination | PathwayId: R-HSA-73980
NodeType: Pathway | PathwayName: RNA polymerase II transcribes snRNA genes | PathwayId: R-HSA-6807505
NodeType: Pathway | PathwayName: RND1 GTPase cycle | PathwayId: R-HSA-9696273
NodeType: Pathway | PathwayName: RND2 GTPase cycle | PathwayId: R-HSA-9696270
NodeType: Pathway | PathwayName: RND3 GTPase cycle | PathwayId: R-HSA-9696264
NodeType: Pathway | PathwayName: ROBO receptors bind AKAP5 | PathwayId: R-HSA-9010642
NodeType: Pathway | PathwayName: RORA activates gene expression | PathwayId: R-HSA-1368082
NodeType: Pathway | PathwayName: ROS and RNS production in phagocytes | PathwayId: R-HSA-1222556
NodeType: Pathway | PathwayName: RPIA deficiency: failed conversion of R5P to RU5P | PathwayId: R-HSA-5659996
NodeType: Pathway | PathwayName: RPIA deficiency: failed conversion of RU5P to R5P | PathwayId: R-HSA-6791461
NodeType: Pathway | PathwayName: RSK activation | PathwayId: R-HSA-444257
NodeType: Pathway | PathwayName: RSV-host interactions | PathwayId: R-HSA-9833110
NodeType: Pathway | PathwayName: RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs) | PathwayId: R-HSA-8877330
NodeType: Pathway | PathwayName: RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known | PathwayId: R-HSA-8939243
NodeType: Pathway | PathwayName: RUNX1 regulates estrogen receptor mediated transcription | PathwayId: R-HSA-8931987
NodeType: Pathway | PathwayName: RUNX1 regulates expression of components of tight junctions | PathwayId: R-HSA-8935964
NodeType: Pathway | PathwayName: RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function | PathwayId: R-HSA-8936459
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in BCR signaling | PathwayId: R-HSA-8939245
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in WNT signaling | PathwayId: R-HSA-8939256
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in differentiation of HSCs | PathwayId: R-HSA-8939236
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in differentiation of keratinocytes | PathwayId: R-HSA-8939242
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in differentiation of myeloid cells | PathwayId: R-HSA-8939246
NodeType: Pathway | PathwayName: RUNX1 regulates transcription of genes involved in interleukin signaling | PathwayId: R-HSA-8939247
NodeType: Pathway | PathwayName: RUNX2 regulates bone development | PathwayId: R-HSA-8941326
NodeType: Pathway | PathwayName: RUNX2 regulates chondrocyte maturation | PathwayId: R-HSA-8941284
NodeType: Pathway | PathwayName: RUNX2 regulates genes involved in cell migration | PathwayId: R-HSA-8941332
NodeType: Pathway | PathwayName: RUNX2 regulates genes involved in differentiation of myeloid cells | PathwayId: R-HSA-8941333
NodeType: Pathway | PathwayName: RUNX2 regulates osteoblast differentiation | PathwayId: R-HSA-8940973
NodeType: Pathway | PathwayName: RUNX3 Regulates Immune Response and Cell Migration | PathwayId: R-HSA-8949275
NodeType: Pathway | PathwayName: RUNX3 regulates BCL2L11 (BIM) transcription | PathwayId: R-HSA-8952158
NodeType: Pathway | PathwayName: RUNX3 regulates CDKN1A transcription | PathwayId: R-HSA-8941855
NodeType: Pathway | PathwayName: RUNX3 regulates NOTCH signaling | PathwayId: R-HSA-8941856
NodeType: Pathway | PathwayName: RUNX3 regulates RUNX1-mediated transcription | PathwayId: R-HSA-8951911
NodeType: Pathway | PathwayName: RUNX3 regulates WNT signaling | PathwayId: R-HSA-8951430
NodeType: Pathway | PathwayName: RUNX3 regulates YAP1-mediated transcription | PathwayId: R-HSA-8951671
NodeType: Pathway | PathwayName: RUNX3 regulates p14-ARF | PathwayId: R-HSA-8951936
NodeType: Pathway | PathwayName: Rab regulation of trafficking | PathwayId: R-HSA-9007101
NodeType: Pathway | PathwayName: Rap1 signalling | PathwayId: R-HSA-392517
NodeType: Pathway | PathwayName: Ras activation upon Ca2+ influx through NMDA receptor | PathwayId: R-HSA-442982
NodeType: Pathway | PathwayName: Reactions specific to the complex N-glycan synthesis pathway | PathwayId: R-HSA-975578
NodeType: Pathway | PathwayName: Reactions specific to the hybrid N-glycan synthesis pathway | PathwayId: R-HSA-975574
NodeType: Pathway | PathwayName: Receptor Mediated Mitophagy | PathwayId: R-HSA-8934903
NodeType: Pathway | PathwayName: Receptor-type tyrosine-protein phosphatases | PathwayId: R-HSA-388844
NodeType: Pathway | PathwayName: Recognition and association of DNA glycosylase with site containing an affected purine | PathwayId: R-HSA-110330
NodeType: Pathway | PathwayName: Recognition and association of DNA glycosylase with site containing an affected pyrimidine | PathwayId: R-HSA-110328
NodeType: Pathway | PathwayName: Recognition of DNA damage by PCNA-containing replication complex | PathwayId: R-HSA-110314
NodeType: Pathway | PathwayName: Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks | PathwayId: R-HSA-5693565
NodeType: Pathway | PathwayName: Recruitment of NuMA to mitotic centrosomes | PathwayId: R-HSA-380320
NodeType: Pathway | PathwayName: Recruitment of mitotic centrosome proteins and complexes | PathwayId: R-HSA-380270
NodeType: Pathway | PathwayName: Recycling of bile acids and salts | PathwayId: R-HSA-159418
NodeType: Pathway | PathwayName: Recycling of eIF2:GDP | PathwayId: R-HSA-72731
NodeType: Pathway | PathwayName: Recycling pathway of L1 | PathwayId: R-HSA-437239
NodeType: Pathway | PathwayName: Reduction of cytosolic Ca++ levels | PathwayId: R-HSA-418359
NodeType: Pathway | PathwayName: Reelin signalling pathway | PathwayId: R-HSA-8866376
NodeType: Pathway | PathwayName: Regorafenib-resistant KIT mutants | PathwayId: R-HSA-9669929
NodeType: Pathway | PathwayName: Regorafenib-resistant PDGFR mutants | PathwayId: R-HSA-9674403
NodeType: Pathway | PathwayName: Regulated Necrosis | PathwayId: R-HSA-5218859
NodeType: Pathway | PathwayName: Regulated proteolysis of p75NTR | PathwayId: R-HSA-193692
NodeType: Pathway | PathwayName: Regulation by TREX1 | PathwayId: R-HSA-3248023
NodeType: Pathway | PathwayName: Regulation by c-FLIP | PathwayId: R-HSA-3371378
NodeType: Pathway | PathwayName: Regulation of APC/C activators between G1/S and early anaphase | PathwayId: R-HSA-176408
NodeType: Pathway | PathwayName: Regulation of Apoptosis | PathwayId: R-HSA-169911
NodeType: Pathway | PathwayName: Regulation of BACH1 activity | PathwayId: R-HSA-9708530
NodeType: Pathway | PathwayName: Regulation of CDH11 Expression and Function | PathwayId: R-HSA-9759475
NodeType: Pathway | PathwayName: Regulation of CDH11 function | PathwayId: R-HSA-9762292
NodeType: Pathway | PathwayName: Regulation of CDH11 gene transcription | PathwayId: R-HSA-9762293
NodeType: Pathway | PathwayName: Regulation of CDH11 mRNA translation by microRNAs | PathwayId: R-HSA-9759811
NodeType: Pathway | PathwayName: Regulation of CDH19 Expression and Function | PathwayId: R-HSA-9764302
NodeType: Pathway | PathwayName: Regulation of Complement cascade | PathwayId: R-HSA-977606
NodeType: Pathway | PathwayName: Regulation of Expression and Function of Type II Classical Cadherins | PathwayId: R-HSA-9764260
NodeType: Pathway | PathwayName: Regulation of FOXO transcriptional activity by acetylation | PathwayId: R-HSA-9617629
NodeType: Pathway | PathwayName: Regulation of FZD by ubiquitination | PathwayId: R-HSA-4641263
